locus,gene_weight,gene_name,gene_product,cog,operon,specific_gos_n,link
EQU24_RS13490,-0.0538935971152416,,glucose 1-dehydrogenase,Lipid transport and metabolism,1141,"glucose 1-dehydrogenase [NAD(P)] activity
",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13490
EQU24_RS17220,-0.0544896223244937,,nitrogenase-associated protein,Inorganic ion transport and metabolism,650,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17220
EQU24_RS17150,-0.055235076463807,,hypothetical protein,Function unknown,658,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17150
EQU24_RS20325,-0.0562733674800528,,hypothetical protein,No COG annotation,251,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20325
EQU24_RS16355,-0.0568908843324288,,hypothetical protein,No COG annotation,757,"regulation of transcription, DNA-templated",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16355
EQU24_RS08265,-0.057043428024626,,hypothetical protein,No COG annotation,1788,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08265
EQU24_RS01435,-0.0575911594787044,,hypothetical protein,No COG annotation,2633,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01435
EQU24_RS20595,-0.0577788504604464,,hypothetical protein,Carbohydrate transport and metabolism,215,protein binding,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20595
EQU24_RS01155,-0.0642573039258737,,hypothetical protein,No COG annotation,2670,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01155
EQU24_RS12210,-0.0649809838480279,,hypothetical protein,Energy production and conversion,1297,"metal ion binding
heme binding
electron transport chain
electron transfer activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12210
EQU24_RS14500,-0.0666624667680351,,hypothetical protein,No COG annotation,1010,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14500
EQU24_RS21145,-0.0685016741085314,,nuclear transport factor 2 family protein,Function unknown,138,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21145
EQU24_RS08810,-0.069738500720183,,hypothetical protein,No COG annotation,1716,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08810
EQU24_RS13510,-0.0706997455836079,,plasmid stabilization protein,Function unknown,1138,"endonuclease activity
nucleic acid phosphodiester bond hydrolysis",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13510
EQU24_RS15730,-0.0708039053007565,,hypothetical protein,No COG annotation,831,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS15730
EQU24_RS12135,-0.0786939776670047,cas1,CRISPR-associated endonuclease Cas1,"Replication, recombination and repair",1307,"maintenance of CRISPR repeat elements
endonuclease activity
nucleic acid phosphodiester bond hydrolysis
DNA binding
defense response to virus",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12135
EQU24_RS03435,-0.080213043809835,,hypothetical protein,No COG annotation,2379,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03435
EQU24_RS00250,-0.0837786421797852,,hypothetical protein,No COG annotation,2796,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00250
EQU24_RS20590,-0.0861579968906065,,hypothetical protein,No COG annotation,216,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20590
EQU24_RS10535,-0.0900219223141204,,STAS domain-containing protein,Signal transduction mechanisms,1500,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10535
EQU24_RS18585,-0.0900586740135673,,hypothetical protein,"Replication, recombination and repair",484,"DNA binding
transposase activity
transposition, DNA-mediated",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18585
EQU24_RS07145,-0.092097657992358,,hypothetical protein,No COG annotation,1924,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07145
EQU24_RS12815,-0.1157750823567828,,cytosolic protein,Function unknown,1223,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12815
EQU24_RS14775,-0.1188166926579259,,hypothetical protein,Function unknown,964,"nucleotide binding
plasma membrane
integral component of membrane
hydrolase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14775
EQU24_RS17360,-0.1224321284011634,,ISKra4 family transposase,"Replication, recombination and repair",634,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17360
EQU24_RS01540,-0.1243076999480398,,hypothetical protein,No COG annotation,2618,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01540
