,name,x,y,cog,color,link,gene_product
EQU24_RS00295,,62264,0.0368686518419012,No COG annotation,#00bfbf,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00295,hypothetical protein
EQU24_RS00300,,62674,0.0061278782495708,Transcription,#000000,,AAA family ATPase
EQU24_RS00305,,67787,0.005285971976245,Signal transduction mechanisms,#f4a460,,response regulator
EQU24_RS00310,,68188,0.0061090367716512,Signal transduction mechanisms,#f4a460,,GGDEF domain-containing response regulator
EQU24_RS00315,,70371,-0.0068769368327336,Function unknown,#0000ff,,CPBP family intramembrane metalloprotease
EQU24_RS00320,,71048,0.0044471296761322,Function unknown,#0000ff,,YcgL domain-containing protein
EQU24_RS00330,,71976,0.002824603269273,Function unknown,#0000ff,,flippase
EQU24_RS00335,,73303,0.0038230151449637,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00340,,74273,-0.0058075687324934,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00345,,75073,-0.008417628777047,Function unknown,#0000ff,,hypothetical protein
EQU24_RS00350,,76033,-0.0102808742379894,Function unknown,#0000ff,,methyltransferase domain-containing protein
EQU24_RS00355,,76863,-0.0061402060358167,Cell wall/membrane/envelope biogenesis,#c71585,,glycosyltransferase
EQU24_RS00360,,78206,-0.0100818314487526,Cell wall/membrane/envelope biogenesis,#c71585,,glycosyltransferase
EQU24_RS00365,,78936,-0.0080413926289362,Function unknown,#0000ff,,glycosyltransferase family 2 protein
EQU24_RS00370,,80036,0.0073973298562574,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00375,,80273,-0.0032343315381664,Cell wall/membrane/envelope biogenesis,#c71585,,glycosyltransferase
EQU24_RS00380,,81343,-0.0049453090706435,Cell wall/membrane/envelope biogenesis,#c71585,,SDR family oxidoreductase
EQU24_RS00385,,82311,-0.0278560333248788,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00390,,82907,-0.0017168732587148,Cell wall/membrane/envelope biogenesis,#c71585,,glycosyltransferase family 4 protein
EQU24_RS00395,,83997,-0.0037792697281958,Function unknown,#0000ff,,ATP-binding protein
EQU24_RS00400,,85681,-0.0097376439173083,Carbohydrate transport and metabolism,#ffc0cb,,polysaccharide biosynthesis protein
EQU24_RS00405,,88239,-0.0151904563652533,Transcription,#000000,,LysR family transcriptional regulator
EQU24_RS00410,,89041,-0.0107188382331504,Coenzyme transport and metabolism,#d3d3d3,,methyltransferase domain-containing protein
EQU24_RS00415,,89828,-0.0150481220136069,Inorganic ion transport and metabolism,#8b4513,,rhodanese-like domain-containing protein
EQU24_RS00420,typA,90322,-0.0079695154074294,Signal transduction mechanisms,#f4a460,,translational GTPase TypA
EQU24_RS00425,hisB,92433,0.0047644559562581,Amino acid transport and metabolism,#ff0000,,imidazoleglycerol-phosphate dehydratase HisB
EQU24_RS00430,hisH,93040,0.0067472690973648,Amino acid transport and metabolism,#ff0000,,imidazole glycerol phosphate synthase subunit HisH
EQU24_RS00435,hisA,93739,0.0076226249801733,Amino acid transport and metabolism,#ff0000,,1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino]imidazole-4- carboxamide isomerase
EQU24_RS00440,hisF,94480,-0.0017866967011042,Amino acid transport and metabolism,#ff0000,,imidazole glycerol phosphate synthase subunit HisF
EQU24_RS00445,hisI,95253,-0.0087939004231576,Amino acid transport and metabolism,#ff0000,,phosphoribosyl-AMP cyclohydrolase
EQU24_RS00450,,95639,-0.0252634851175757,Amino acid transport and metabolism,#ff0000,,phosphoribosyl-ATP diphosphatase
EQU24_RS00455,tatA,96158,-0.0197348590017784,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase TatA/TatE family subunit
EQU24_RS00460,tatB,96374,-0.027858453995511,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase subunit TatB
EQU24_RS00465,tatC,96685,-0.0023751098198649,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase subunit TatC
EQU24_RS00470,,97499,0.0091916595494463,Amino acid transport and metabolism,#ff0000,,GDSL family lipase
EQU24_RS00475,,98135,0.0042144968436934,Lipid transport and metabolism,#87cefa,,pteridine reductase
EQU24_RS00480,,98898,0.0023591914949424,Signal transduction mechanisms,#f4a460,,hypothetical protein
EQU24_RS00485,folK,101212,-0.006620832142324,Coenzyme transport and metabolism,#d3d3d3,,2-amino-4-hydroxy-6- hydroxymethyldihydropteridine diphosphokinase
EQU24_RS00490,folB,101731,0.009816462803957,Coenzyme transport and metabolism,#d3d3d3,,dihydroneopterin aldolase
EQU24_RS00495,plsY,102224,0.0073276386835459,Lipid transport and metabolism,#87cefa,,glycerol-3-phosphate 1-O-acyltransferase PlsY
EQU24_RS00500,tsaD,102961,-0.0156300189145231,"Translation, ribosomal structure and biogenesis",#daa520,,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD
EQU24_RS00505,rpsU,104077,-0.0039438412472599,"Translation, ribosomal structure and biogenesis",#daa520,,30S ribosomal protein S21
EQU24_RS00510,,104333,-0.0102469664507977,Function unknown,#0000ff,,GatB/YqeY domain-containing protein
EQU24_RS00515,,104824,0.0059378001641011,"Replication, recombination and repair",#1e90ff,,DNA primase
EQU24_RS00520,rpoD,106636,-0.0068554356057359,Transcription,#000000,,RNA polymerase sigma factor RpoD
EQU24_RS00525,,108456,0.0022217934574428,No COG annotation,#00bfbf,,
EQU24_RS00530,,108596,0.0069094912943203,Coenzyme transport and metabolism,#d3d3d3,,methionine adenosyltransferase
EQU24_RS00535,,109776,-0.0040247975526663,Coenzyme transport and metabolism,#d3d3d3,,adenosylhomocysteinase
EQU24_RS00540,metF,111129,-0.0104523944156827,Amino acid transport and metabolism,#ff0000,,methylenetetrahydrofolate reductase [NAD(P)H]
EQU24_RS00545,,112072,-0.0057737609420386,"Translation, ribosomal structure and biogenesis",#daa520,,16S rRNA (uracil(1498)-N(3))-methyltransferase
EQU24_RS00550,,112812,0.0012250203510491,Function unknown,#0000ff,,CPBP family intramembrane metalloprotease
EQU24_RS00555,,113932,-0.0153309285189444,Function unknown,#0000ff,,YajQ family cyclic di-GMP-binding protein
EQU24_RS00560,,114465,-0.0071572087487892,"Translation, ribosomal structure and biogenesis",#daa520,,multifunctional CCA addition/repair protein
EQU24_RS00565,,115829,-0.0042869163666742,Function unknown,#0000ff,,TSUP family transporter
EQU24_RS00570,guaB,116713,-0.0084257487965083,Nucleotide transport and metabolism,#87ceeb,,IMP dehydrogenase
EQU24_RS00575,guaA,118260,-0.0006087781991468,Nucleotide transport and metabolism,#87ceeb,,glutamine-hydrolyzing GMP synthase
EQU24_RS00580,tadA,119840,0.0097823328067964,Nucleotide transport and metabolism,#87ceeb,,tRNA adenosine(34) deaminase TadA
EQU24_RS00585,,120316,0.0092831706273582,Carbohydrate transport and metabolism,#ffc0cb,,glucose-6-phosphate isomerase
EQU24_RS00590,,122491,0.004438382067977,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00595,,123576,0.0027272548110742,Energy production and conversion,#708090,,multicopper oxidase
EQU24_RS00600,,124502,0.0039689247143469,Function unknown,#0000ff,,DedA family protein
EQU24_RS00605,,124981,-0.0081825522838799,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00610,,125949,-0.0101659619977299,Function unknown,#0000ff,,YceI family protein
EQU24_RS00615,,126908,-0.0076747765398188,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00620,msbA,127547,-0.0082527673488818,Defense mechanisms,#90ee90,,lipid A export permease/ATP-binding protein MsbA
EQU24_RS00625,,129668,-0.0242517309589581,No COG annotation,#00bfbf,,
EQU24_RS00630,,131271,-0.0028965084587827,No COG annotation,#00bfbf,,
EQU24_RS00635,,131419,-0.0028965084587827,No COG annotation,#00bfbf,,
EQU24_RS00640,,131804,-0.0098758760661535,No COG annotation,#00bfbf,,
EQU24_RS00645,,134999,-0.0103347850166925,No COG annotation,#00bfbf,,
EQU24_RS00650,,135895,-0.0055403889575863,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,,ABC transporter permease
EQU24_RS00655,,137028,-0.0092174356974688,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,,ATP-binding cassette domain-containing protein
EQU24_RS00660,,137803,-0.0205130325430776,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,,MCE family protein
EQU24_RS00665,,138747,-0.0162248821425077,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00670,,139733,0.001254200516529,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00675,,140348,0.001320921717682,Energy production and conversion,#708090,,c-type cytochrome
EQU24_RS00680,,142316,-0.0144793539836555,Function unknown,#0000ff,,selenium-binding protein
EQU24_RS00685,,143798,-0.0154733991736585,Function unknown,#0000ff,,DUF4242 domain-containing protein
EQU24_RS00690,,144127,-0.023464194497775,Transcription,#000000,,TetR family transcriptional regulator
EQU24_RS00695,,144978,-0.0077658164688818,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00700,,145380,-0.003949819562198,Function unknown,#0000ff,,YggS family pyridoxal phosphate-dependent enzyme
EQU24_RS00705,,146177,-0.0203415239376804,Cell motility,#da70d6,,type IV pilus twitching motility protein PilT
EQU24_RS00710,,147225,-0.0040881658853035,Cell motility,#da70d6,,PilT/PilU family type 4a pilus ATPase
EQU24_RS00715,djlA,148364,-0.0176722164829489,"Post-translational modification, protein turnover, and chaperones",#add8e6,,co-chaperone DjlA
EQU24_RS00720,,149248,-0.0071735133380951,Nucleotide transport and metabolism,#87ceeb,,phosphoribosylaminoimidazolesuccinocarboxamide synthase
EQU24_RS00725,,150286,-0.0351683799227458,Amino acid transport and metabolism,#ff0000,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00725,JAB domain-containing protein
EQU24_RS00730,coaBC,151052,-0.011164293865457,Coenzyme transport and metabolism,#d3d3d3,,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC
EQU24_RS00735,,152235,0.0059034970083182,Nucleotide transport and metabolism,#87ceeb,,dUTP diphosphatase
EQU24_RS00740,,152709,-0.0020291132458884,Carbohydrate transport and metabolism,#ffc0cb,,phosphomannomutase/phosphoglucomutase
EQU24_RS00745,argB,155268,-0.0124881959315684,Nucleotide transport and metabolism,#87ceeb,,acetylglutamate kinase
EQU24_RS00750,,156144,-0.00219467999393,Function unknown,#0000ff,,DUF4124 domain-containing protein
EQU24_RS00760,,157612,0.0022772469685621,Function unknown,#0000ff,,YggT family protein
EQU24_RS00765,,158187,-0.00142755104829,Amino acid transport and metabolism,#ff0000,,pyrroline-5-carboxylate reductase
EQU24_RS00770,,159820,-0.0044069836598268,"Replication, recombination and repair",#1e90ff,,deoxyribodipyrimidine photo-lyase
EQU24_RS00775,,160800,-0.0094202719527793,Function unknown,#0000ff,,SDR family oxidoreductase
EQU24_RS00780,,161810,0.0202190464848634,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00785,,162342,-0.0008498580467897,"Post-translational modification, protein turnover, and chaperones",#add8e6,,disulfide bond formation protein B
EQU24_RS00790,,162952,0.0100480016330845,Function unknown,#0000ff,,class I SAM-dependent methyltransferase
EQU24_RS00795,,164191,-0.0084109672154202,"Replication, recombination and repair",#1e90ff,,primosomal protein N'
EQU24_RS00800,,166526,0.004815850054119,"Translation, ribosomal structure and biogenesis",#daa520,,arginine--tRNA ligase
EQU24_RS00805,,168288,-0.0030882465893536,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,,hypothetical protein
EQU24_RS00810,,168998,-0.0051476659726959,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00815,,169174,-0.0017931238050885,Function unknown,#0000ff,,DUF4276 family protein
EQU24_RS00820,,169446,-0.0227061683732858,Function unknown,#0000ff,,DUF4276 family protein
EQU24_RS00825,,169853,-0.002355901037732,Function unknown,#0000ff,,AAA family ATPase
EQU24_RS00830,trpC,171011,-0.0065629118030615,Amino acid transport and metabolism,#ff0000,,indole-3-glycerol phosphate synthase TrpC
EQU24_RS00835,trpD,171811,0.0012095729572542,Nucleotide transport and metabolism,#87ceeb,,anthranilate phosphoribosyltransferase
EQU24_RS00840,,172934,-0.0051774165151504,Amino acid transport and metabolism,#ff0000,,aminodeoxychorismate/anthranilate synthase component II
EQU24_RS00845,,173521,6.456694085883945e-05,Amino acid transport and metabolism,#ff0000,,anthranilate synthase component I
EQU24_RS00850,,175263,-0.003557208318748,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,,fumarylacetoacetate hydrolase family protein
EQU24_RS00855,,176309,-0.0115355848722621,Signal transduction mechanisms,#f4a460,,two-component sensor histidine kinase
EQU24_RS00860,,177763,-0.0105203144483315,Transcription,#000000,,response regulator
EQU24_RS00865,hemW,178793,-0.011474742579001,Coenzyme transport and metabolism,#d3d3d3,,radical SAM family heme chaperone HemW
EQU24_RS00870,pyrE,180294,0.0023174836264566,Nucleotide transport and metabolism,#87ceeb,,orotate phosphoribosyltransferase
EQU24_RS00875,,181080,-0.0038533309625735,Function unknown,#0000ff,,dynamin family protein
EQU24_RS00880,,183210,-0.0201218985517523,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00885,trmB,183439,-0.0021750534495888,"Translation, ribosomal structure and biogenesis",#daa520,,tRNA (guanosine(46)-N7)-methyltransferase TrmB
EQU24_RS00890,thiS,184701,0.0019096370241008,Coenzyme transport and metabolism,#d3d3d3,,sulfur carrier protein ThiS
EQU24_RS00895,aroG,185693,-0.0031652547005195,Amino acid transport and metabolism,#ff0000,,3-deoxy-7-phosphoheptulonate synthase AroG
EQU24_RS00900,,187020,-0.0063321898037544,Defense mechanisms,#90ee90,,ABC transporter ATP-binding protein
EQU24_RS00905,,188856,-0.007751867144037,Lipid transport and metabolism,#87cefa,,DUF389 domain-containing protein
EQU24_RS00910,,190994,-0.0041549023803647,Function unknown,#0000ff,,DUF3301 domain-containing protein
EQU24_RS00915,,191389,-0.0099288967927011,Function unknown,#0000ff,,YbjQ family protein
EQU24_RS00920,,191700,-0.001791910312915,Function unknown,#0000ff,,DUF1289 domain-containing protein
EQU24_RS00925,,191951,-0.0012457120908508,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00930,,192225,-0.024729997483168,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00940,,193739,-0.017169493022849,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00945,,194231,-0.0247184700972819,No COG annotation,#00bfbf,,metal-binding protein
EQU24_RS00950,,194491,-0.0166014066048433,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00955,,194987,-0.0144978765300509,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00960,,195688,0.008126694871476,Inorganic ion transport and metabolism,#8b4513,,copper-translocating P-type ATPase
EQU24_RS00965,,198147,-0.0051391463946438,Function unknown,#0000ff,,sulfite exporter TauE/SafE family protein
EQU24_RS00970,,199529,0.0111615157062218,Lipid transport and metabolism,#87cefa,,1-acyl-sn-glycerol-3-phosphate acyltransferase
EQU24_RS00975,mepA,200438,-0.0018896402038238,Cell wall/membrane/envelope biogenesis,#c71585,,penicillin-insensitive murein endopeptidase
EQU24_RS00980,,201435,-0.0070033821404132,"Translation, ribosomal structure and biogenesis",#daa520,,thiopurine S-methyltransferase
EQU24_RS00985,,202086,0.0068701074404486,Inorganic ion transport and metabolism,#8b4513,,hypothetical protein
EQU24_RS00990,aqpZ,203431,-0.0188866932759703,Carbohydrate transport and metabolism,#ffc0cb,,aquaporin Z
EQU24_RS00995,,204553,0.0107483484191066,Function unknown,#0000ff,,DUF1311 domain-containing protein
EQU24_RS01000,,205142,-0.0025769223493381,Function unknown,#0000ff,,hypothetical protein
EQU24_RS01005,,205647,-0.0042735798833941,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01010,,206479,0.0041375575311082,Cell wall/membrane/envelope biogenesis,#c71585,,glycosyltransferase
EQU24_RS01015,,209437,-0.010245225816681,"Replication, recombination and repair",#1e90ff,,site-specific integrase
EQU24_RS01020,,210961,-0.0160428038727647,Signal transduction mechanisms,#f4a460,,DUF4325 domain-containing protein
EQU24_RS01025,,212664,-0.0060445330079022,"Replication, recombination and repair",#1e90ff,,ISL3 family transposase
EQU24_RS01030,,214040,-0.0120967947550814,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01035,,214747,0.0053397709710189,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01040,,215494,-0.004616470660377,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01050,,216585,-0.009508641612313,Transcription,#000000,,GNAT family N-acetyltransferase
EQU24_RS01055,,217427,-0.0170289018599494,"Replication, recombination and repair",#1e90ff,,Tn3 family transposase
EQU24_RS01070,,221345,0.0074659341844754,"Replication, recombination and repair",#1e90ff,,IS66 family transposase
EQU24_RS01075,,223171,-0.0117185743537039,No COG annotation,#00bfbf,,cell envelope integrity protein TolA
EQU24_RS01080,,224019,-0.027213238877173,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01085,,224697,-0.0111817541053375,Amino acid transport and metabolism,#ff0000,,lactoylglutathione lyase
EQU24_RS01090,,225375,-0.0181376904742549,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01095,,225875,-0.0018245174953564,Cell motility,#da70d6,,prepilin-type N-terminal cleavage/methylation domain-containing protein
EQU24_RS01100,,226372,-0.0108938201104294,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,hypothetical protein
EQU24_RS01105,,227174,-0.0192411572932604,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01110,,228345,-0.0308792296714905,Cell motility,#da70d6,,hypothetical protein
EQU24_RS01115,,229452,-0.0038797447366521,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01120,,229638,-0.0169400326553176,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01125,,229960,0.055950806230529,No COG annotation,#00bfbf,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01125,hypothetical protein
EQU24_RS01130,,230606,0.0058740858938624,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,ATP-binding protein
EQU24_RS01135,,231558,-0.0273432672652808,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01140,,231871,-0.0172453425480639,Function unknown,#0000ff,,metal-dependent hydrolase
EQU24_RS01145,,233066,-0.0207895358434406,"Replication, recombination and repair",#1e90ff,,3'-5' exonuclease
EQU24_RS01150,,234038,0.0006346529458572,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01155,,234648,-0.0138954552807766,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01160,,234938,-0.0128437175490379,Function unknown,#0000ff,,DUF5063 domain-containing protein
EQU24_RS01165,,235384,-0.0309301940354408,Energy production and conversion,#708090,,hypothetical protein
EQU24_RS01170,,235812,-0.001445463635876,"Replication, recombination and repair",#1e90ff,,Y-family DNA polymerase
EQU24_RS01175,umuD,237101,-0.0219114727334088,Transcription,#000000,,translesion error-prone DNA polymerase V autoproteolytic subunit
EQU24_RS01180,,237974,0.0080965388557499,No COG annotation,#00bfbf,,helix-turn-helix domain-containing protein
EQU24_RS01185,,238546,0.0107799809464186,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01190,,239936,0.0172047178818943,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01195,,240749,0.0040791800930426,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01200,,242268,0.0012394961739812,Cell motility,#da70d6,,hypothetical protein
EQU24_RS01205,,243314,-0.0033327187213068,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01210,,243790,-0.0138266007716672,"Replication, recombination and repair",#1e90ff,,recombinase family protein
EQU24_RS01215,,244910,-0.006639686820475,"Replication, recombination and repair",#1e90ff,,IS66 family transposase
EQU24_RS01220,,246845,-0.0109713057155419,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01225,,247260,-0.0036283096024821,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01230,,248084,6.111385937099416e-05,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01235,,248556,-0.0166876461716873,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01240,,249789,0.0136576256822016,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01245,,252461,-0.0565509476372826,Function unknown,#0000ff,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01245,helix-turn-helix domain-containing protein
EQU24_RS01250,,252981,-0.0111913056459548,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01255,,254024,-0.0078861177180732,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01260,,254824,0.0363852426210226,No COG annotation,#00bfbf,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01260,hypothetical protein
EQU24_RS01265,,255315,-0.0022281061628707,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,,hypothetical protein
EQU24_RS01270,,256108,0.0173974034485651,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01280,,257851,-0.0271430269206804,Transcription,#000000,,"ribbon-helix-helix protein, CopG family"
