locus,gene_weight,gene_name,gene_product,cog,operon,specific_gos_n,link
EQU24_RS17300,0.1395176192967596,,hypothetical protein,No COG annotation,640,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17300
EQU24_RS17225,0.1393914478775353,,ferredoxin,Energy production and conversion,649,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17225
EQU24_RS17155,0.1392219512657475,,NifX-associated nitrogen fixation protein,Function unknown,658,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17155
EQU24_RS17250,0.137428808892174,,RnfABCDGE type electron transport complex subunit D,Energy production and conversion,645,"electron transport chain
plasma membrane
integral component of membrane
transmembrane transport",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17250
EQU24_RS17265,0.1371204815670809,rsxA,electron transport complex subunit RsxA,Energy production and conversion,644,"electron transport chain
plasma membrane
integral component of membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17265
EQU24_RS17335,0.1368525977148348,,hypothetical protein,Function unknown,637,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17335
EQU24_RS17260,0.1363233387927519,,RnfABCDGE type electron transport complex subunit B,Energy production and conversion,644,"4 iron, 4 sulfur cluster binding
electron transport chain
metal ion binding
plasma membrane
electron transfer activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17260
EQU24_RS17295,0.1357226829151653,,thiosulfate sulfurtransferase GlpE,Inorganic ion transport and metabolism,640,"thiosulfate sulfurtransferase activity
cytoplasm",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17295
EQU24_RS17150,0.1350621376860949,,hypothetical protein,Function unknown,658,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17150
EQU24_RS17220,0.1347485459856457,,nitrogenase-associated protein,Inorganic ion transport and metabolism,650,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17220
EQU24_RS17410,0.134176291035162,nifU,Fe-S cluster assembly protein NifU,Energy production and conversion,627,"iron ion binding
protein maturation by iron-sulfur cluster transfer
iron-sulfur cluster assembly
nitrogen fixation
iron-sulfur cluster binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17410
EQU24_RS17290,0.1328862849683934,,dinitrogenase iron-molybdenum cofactor biosynthesis protein,Function unknown,640,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17290
EQU24_RS17345,0.1321246730185832,nifV,homocitrate synthase,Coenzyme transport and metabolism,636,"homocitrate synthase activity
carboxylic acid metabolic process
",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17345
EQU24_RS17415,0.1307977291279978,,iron-sulfur cluster assembly accessory protein,Function unknown,627,"iron ion binding
protein maturation by iron-sulfur cluster transfer
iron-sulfur cluster assembly
iron-sulfur cluster binding
structural molecule activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17415
EQU24_RS17095,0.1268339629863511,,hypothetical protein,Energy production and conversion,664,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17095
EQU24_RS17140,0.1253046902978694,,hypothetical protein,Function unknown,659,nitrogen fixation,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17140
EQU24_RS17135,0.1248056017936452,,nitrogen fixation protein NifZ,"Post-translational modification, protein turnover, and chaperones",659,nitrogen fixation,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17135
EQU24_RS17130,0.1235470013237145,nifM,nitrogen fixation protein NifM,"Post-translational modification, protein turnover, and chaperones",659,"protein peptidyl-prolyl isomerization
peptidyl-prolyl cis-trans isomerase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17130
EQU24_RS17170,0.1120442129735152,nifE,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE,Energy production and conversion,656,"nitrogenase activity
carbonyl sulfide nitrogenase activity
protein-containing complex assembly
nitrogen fixation
",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17170
EQU24_RS17285,0.1100205481242345,draG,ADP-ribosyl-[dinitrogen reductase] hydrolase,"Post-translational modification, protein turnover, and chaperones",641,"ADP-ribosyl-[dinitrogen reductase] hydrolase activity
metabolic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17285
EQU24_RS17165,0.1099517922862858,nifN,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN,Energy production and conversion,656,"nitrogenase activity
protein-containing complex assembly
nitrogen fixation
",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17165
EQU24_RS17120,0.1078144528654109,grxD,Grx4 family monothiol glutaredoxin,Energy production and conversion,661,"2 iron, 2 sulfur cluster binding
electron transport chain
cell redox homeostasis
protein-disulfide reductase activity
electron transfer activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17120
EQU24_RS17240,0.1076850895799289,,electron transport complex subunit E,Energy production and conversion,647,"electron transport chain
plasma membrane
integral component of membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17240
EQU24_RS17100,0.1061511461912946,,hypothetical protein,No COG annotation,664,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17100
EQU24_RS17115,0.105643712838984,,flavodoxin,Energy production and conversion,661,"FMN binding
electron transport chain
electron transfer activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17115
EQU24_RS17060,0.1032059243998805,,hypothetical protein,Function unknown,668,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17060
EQU24_RS17315,0.1007682307084975,,hypothetical protein,Function unknown,638,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17315
EQU24_RS17405,0.0985034700515708,nifS,cysteine desulfurase NifS,Coenzyme transport and metabolism,627,"cysteine desulfurase activity
metal ion binding
pyridoxal phosphate binding
iron-sulfur cluster binding
cellular amino acid metabolic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17405
EQU24_RS17125,0.0970721915624064,clpX,ATP-dependent Clp protease ATP-binding subunit ClpX,"Post-translational modification, protein turnover, and chaperones",660,"zinc ion binding
ATP binding
proteolysis
protein dimerization activity
unfolded protein binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17125
EQU24_RS17235,0.094670674749417,,RnfH family protein,Function unknown,647,"electron transport chain
generation of precursor metabolites and energy
electron transfer activity
oxidoreductase activity
cellular metabolic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17235
EQU24_RS17245,0.093008299712458,rsxG,electron transport complex subunit RsxG,Energy production and conversion,646,"electron transport chain
FMN binding
plasma membrane
integral component of membrane
electron transfer activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17245
EQU24_RS17420,0.0921728182267119,,hypothetical protein,Function unknown,626,nitrogen fixation,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17420
EQU24_RS17270,0.0911975831996869,nifL,nitrogen fixation negative regulator NifL,Transcription,643,"peptidyl-histidine phosphorylation
ATP binding
protein histidine kinase activity
nitrogen fixation
signal transduction",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17270
EQU24_RS17275,0.080000554672216,nifA,nif-specific transcriptional activator NifA,Transcription,643,"regulation of transcription, DNA-templated
sequence-specific DNA binding
ATP binding
nitrogen fixation
transcription factor binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17275
