locus,gene_weight,gene_name,gene_product,cog,operon,link
EQU24_RS17825,0.0512414108844465,,co-chaperone GroES,O,582,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17825
EQU24_RS04175,0.051150502862958,,UPF0149 family protein,S,2307,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS04175
EQU24_RS00505,0.0509594265772453,rpsU,30S ribosomal protein S21,J,2762,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00505
EQU24_RS10305,0.0505133015677305,fae,formaldehyde-activating enzyme,S,1031,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10305
EQU24_RS18550,0.0502009060471151,,,-,489,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18550
EQU24_RS20650,0.0500040455448267,,,-,207,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20650
EQU24_RS01215,0.0497097405392518,,IS66 family transposase,L,2664,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01215
EQU24_RS13725,0.0494723750333433,,type II toxin-antitoxin system VapB family antitoxin,K,1109,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13725
EQU24_RS13640,0.0483418778116232,,hypothetical protein,-,1121,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13640
EQU24_RS12250,0.0482849406741787,,4-hydroxy-tetrahydrodipicolinate synthase,E,1290,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12250
EQU24_RS18790,0.0477732244850581,,CBS domain-containing protein,S,455,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18790
EQU24_RS04255,0.0476512685668801,rpmE,50S ribosomal protein L31,J,2297,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS04255
EQU24_RS07445,0.0475938914599038,,DUF4007 family protein,S,1889,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07445
EQU24_RS19130,0.0474323853102862,ispB,octaprenyl diphosphate synthase,H,410,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS19130
EQU24_RS13170,0.0468756898227906,,SRPBCC family protein,S,1176,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13170
EQU24_RS09585,0.0467778454344538,,sulfurtransferase TusA family protein,O,1614,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09585
EQU24_RS00075,0.0465594113585295,tatB,twin-arginine translocase subunit TatB,U,2822,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00075
EQU24_RS13885,0.0461885579003509,,(2Fe-2S)-binding protein,P,1090,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13885
EQU24_RS08105,0.0459814807774619,,hypothetical protein,-,1809,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08105
EQU24_RS09400,0.0459751583598825,,LysR family transcriptional regulator,P,1642,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09400
EQU24_RS00510,0.0458976558647923,,GatB/YqeY domain-containing protein,S,2762,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00510
EQU24_RS17895,0.045143470151711,,acetoacetyl-CoA synthase,S,571,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17895
EQU24_RS03770,0.0450178118186813,,,-,2338,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03770
EQU24_RS10785,0.0445725942916776,ychF,redox-regulated ATPase YchF,J,1473,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10785
EQU24_RS10140,0.0445328744855817,,pyrimidine/purine nucleoside phosphorylase,S,1543,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10140
EQU24_RS06315,0.0445310817911257,,hypothetical protein,S,2035,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS06315
EQU24_RS01165,0.0443560871287525,,hypothetical protein,C,2669,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01165
EQU24_RS18925,0.044152245908952,,hypothetical protein,-,439,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18925
EQU24_RS10430,0.043910880816299,folE,GTP cyclohydrolase I FolE,F,1512,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10430
EQU24_RS05225,0.0428769661843275,rimP,ribosome maturation factor RimP,J,2175,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05225
EQU24_RS16440,0.0425738458397232,,WGR domain-containing protein,S,742,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16440
EQU24_RS03665,0.0419527599491695,,DUF493 domain-containing protein,S,2346,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03665
EQU24_RS03850,0.0416603637388898,rpsL,30S ribosomal protein S12,J,2330,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03850
EQU24_RS03155,0.0415986625193853,,ATP-binding cassette domain-containing protein,Q,2408,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03155
EQU24_RS09480,0.0415572530800488,carA,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit,F,1630,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09480
EQU24_RS16435,0.0409949195743883,,hypothetical protein,-,742,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16435
EQU24_RS17265,0.0409239506143409,rsxA,electron transport complex subunit RsxA,C,644,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17265
EQU24_RS10080,0.040883707723607,,Fur family transcriptional regulator,P,1549,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10080
EQU24_RS03765,0.0405630463318223,ispE,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,F,2338,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03765
EQU24_RS02300,0.0401193400714078,,copper resistance protein NlpE,M,2517,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS02300
EQU24_RS05640,0.0399450638385359,,,-,2123,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05640
EQU24_RS12075,0.0398507863900263,,2-isopropylmalate synthase,E,1315,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12075
EQU24_RS05385,0.039816093359473,,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,E,2160,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05385
EQU24_RS12325,0.0393751190532057,,flagellar protein FhlB,S,1281,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12325
EQU24_RS09515,0.0393320628279708,,triose-phosphate isomerase,G,1624,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09515
EQU24_RS18795,0.0390757872219855,,DUF1415 domain-containing protein,S,455,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18795
EQU24_RS12120,0.0389772522363183,,hypothetical protein,-,1308,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12120
EQU24_RS01895,0.0384343706651978,,sigma-70 family RNA polymerase sigma factor,K,2568,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01895
EQU24_RS16355,0.0383088823159735,,hypothetical protein,-,757,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16355
EQU24_RS19515,0.0381952116309453,,hypothetical protein,-,357,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS19515
EQU24_RS17820,0.0376118321348078,groL,chaperonin GroEL,O,582,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17820
EQU24_RS04005,0.0374649743853889,,50S ribosomal protein L17,J,2328,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS04005
EQU24_RS21545,0.0371961240901798,,cupin domain-containing protein,S,79,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21545
EQU24_RS16360,0.0370817234787844,,ImmA/IrrE family metallo-endopeptidase,L,756,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16360
EQU24_RS06115,0.0369499030187753,purE,5-(carboxyamino)imidazole ribonucleotide mutase,F,2063,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS06115
EQU24_RS02800,0.0365887934310572,pyrF,orotidine-5'-phosphate decarboxylase,F,2448,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS02800
EQU24_RS12515,0.0365170591002563,,hypothetical protein,-,1259,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12515
EQU24_RS03985,0.0363682832729039,rpsM,30S ribosomal protein S13,J,2328,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03985
EQU24_RS09445,0.036334979274936,,acetylornithine transaminase,E,1637,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09445
EQU24_RS05320,0.0361698594271308,cobS,adenosylcobinamide-GDP ribazoletransferase,H,2166,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05320
EQU24_RS14105,0.0361319849852522,,twin transmembrane helix small protein,S,1058,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14105
EQU24_RS08890,0.0358052434760182,,hypothetical protein,-,1705,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08890
EQU24_RS10705,0.0356363473131359,,hypothetical protein,-,1485,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10705
EQU24_RS06355,0.0355917751454282,,acyl-CoA thioesterase,I,2028,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS06355
EQU24_RS07060,0.0354989872958376,,hypothetical protein,C,1934,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07060
EQU24_RS13910,0.0354816247894654,,hypothetical protein,-,1086,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13910
EQU24_RS09660,0.0354189453090271,fabA,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA,I,1602,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09660
EQU24_RS02780,0.0353801508895809,,,-,2450,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS02780
EQU24_RS12320,0.0349274372652053,queF,NADPH-dependent 7-cyano-7-deazaguanine reductase QueF,S,1281,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12320
EQU24_RS06590,0.0347386645476898,,TrkA family potassium uptake protein,P,1991,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS06590
EQU24_RS18900,0.0346446619424167,rpoZ,DNA-directed RNA polymerase subunit omega,K,440,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18900
EQU24_RS12455,0.0346000170307495,queA,tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA,F,1265,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12455
EQU24_RS14445,0.0343873681433509,,heme ABC transporter permease,U,1020,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14445
EQU24_RS02055,0.0343154618948086,,TonB-dependent receptor,P,2549,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS02055
EQU24_RS12110,0.0342781248696096,,GIY-YIG nuclease family protein,L,1309,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12110
EQU24_RS08090,0.0338892113309387,,hypothetical protein,-,1811,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08090
EQU24_RS03775,0.0335703520839819,,ribose-phosphate diphosphokinase,F,2338,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03775
EQU24_RS10370,0.0335359678184004,acpP,acyl carrier protein,I,1519,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10370
EQU24_RS16445,0.0332881769364308,,"ribbon-helix-helix protein, CopG family",K,741,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16445
EQU24_RS16225,0.0332205333637097,,circularly permuted type 2 ATP-grasp protein,S,771,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16225
EQU24_RS07790,0.0332135101375702,,response regulator,T,1851,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07790
EQU24_RS20740,0.0331730664778104,,TIR domain-containing protein,-,194,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20740
EQU24_RS13125,0.032936209975126,mtnA,S-methyl-5-thioribose-1-phosphate isomerase,J,1181,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13125
EQU24_RS09570,0.0328960227562061,,hypothetical protein,-,1616,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09570
EQU24_RS12105,0.0327741023171386,,argininosuccinate synthase,F,1310,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12105
EQU24_RS12460,0.0327033738347707,,,-,1264,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12460
EQU24_RS21040,0.0326989679671139,rpmB,50S ribosomal protein L28,J,145,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21040
EQU24_RS18145,0.0326847371168333,,response regulator transcription factor,K,541,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18145
EQU24_RS02090,0.0326794414246314,,transposase,L,2542,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS02090
EQU24_RS19995,0.0326773682812746,,addiction module protein,S,294,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS19995
EQU24_RS14850,0.0326092648501875,,NUDIX hydrolase,F,953,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14850
EQU24_RS02660,0.0323450250462948,secB,protein-export chaperone SecB,U,2466,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS02660
EQU24_RS00950,0.0322207257721132,,hypothetical protein,-,2702,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00950
EQU24_RS08215,0.0319556354088742,,addiction module protein,S,1795,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08215
EQU24_RS06280,0.0319416320256671,,RNA polymerase sigma factor,-,2041,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS06280
EQU24_RS03990,0.0317652878752783,rpsK,30S ribosomal protein S11,J,2328,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03990
EQU24_RS04830,0.0316528022040499,fabZ,3-hydroxyacyl-ACP dehydratase FabZ,I,2222,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS04830
EQU24_RS16595,0.0315080446073234,pal,peptidoglycan-associated lipoprotein Pal,M,723,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16595
EQU24_RS16370,0.0314627644942162,,helix-turn-helix domain-containing protein,-,755,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16370
EQU24_RS12735,0.0312941812152154,,Fis family transcriptional regulator,K,1235,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12735
EQU24_RS12115,0.0312750928209888,,ASCH domain-containing protein,-,1309,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12115
EQU24_RS03780,0.0312090606540844,,50S ribosomal protein L25/general stress protein Ctc,J,2337,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03780
EQU24_RS16240,0.0311943568689177,,hypothetical protein,-,769,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16240
EQU24_RS17900,0.031110447807088,speE,polyamine aminopropyltransferase,H,570,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17900
EQU24_RS14525,0.0310875666672507,,Crp/Fnr family transcriptional regulator,K,1005,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14525
EQU24_RS10335,0.0310632328380096,,TatD family deoxyribonuclease,L,1521,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10335
EQU24_RS14835,0.0310167392449344,infA,translation initiation factor IF-1,J,955,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14835
EQU24_RS20895,0.0310062372958594,,DUF2335 domain-containing protein,-,167,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20895
EQU24_RS01765,0.0309492901796805,,DUF504 domain-containing protein,A,2590,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01765
EQU24_RS08605,0.0308309106387246,,DUF1249 domain-containing protein,S,1743,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08605
EQU24_RS07380,0.0306391331272016,thrS,threonine--tRNA ligase,J,1895,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07380
EQU24_RS17500,0.030583872789362,,catalase,-,614,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17500
EQU24_RS17625,0.0304480558170056,,50S ribosomal protein L19,J,599,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17625
EQU24_RS10180,0.0303703661505263,smpB,SsrA-binding protein SmpB,J,1537,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10180
EQU24_RS13215,0.0302610272920155,,phosphoribosylanthranilate isomerase,E,1173,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13215
EQU24_RS22085,0.0300153999483641,,MoxR family ATPase,S,9,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS22085
EQU24_RS09995,0.0299763953756964,rpsR,30S ribosomal protein S18,J,1563,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09995
EQU24_RS07780,0.029954923062047,,purine-binding chemotaxis protein CheW,N,1852,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07780
EQU24_RS10780,0.0298711057240204,,,-,1474,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10780
EQU24_RS02030,0.02979556235724,,ribonuclease PH,J,2553,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS02030
EQU24_RS11550,0.0297611478986304,grpE,nucleotide exchange factor GrpE,O,1375,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS11550
EQU24_RS13785,0.0295335985448834,,BolA family transcriptional regulator,T,1106,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13785
EQU24_RS21035,0.0294998848915166,rpmG,50S ribosomal protein L33,J,145,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21035
EQU24_RS09525,0.029136531062667,,,-,1624,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09525
EQU24_RS03520,0.0290675221829617,,hypothetical protein,-,2365,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03520
EQU24_RS10455,0.0289362887227499,,AAA family ATPase,U,1510,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10455
EQU24_RS04500,0.0288303484493141,aroK,shikimate kinase AroK,F,2268,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS04500
EQU24_RS03995,0.0286678762826514,rpsD,30S ribosomal protein S4,J,2328,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03995
EQU24_RS14345,0.0285640340614985,,ferrous iron transport protein A,P,1027,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14345
EQU24_RS02565,0.0285502984198951,,D-tyrosyl-tRNA(Tyr) deacylase,J,2477,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS02565
EQU24_RS09990,0.0285242917921664,rpsF,30S ribosomal protein S6,J,1563,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09990
EQU24_RS12520,0.0285191158860557,,hypothetical protein,-,1259,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12520
EQU24_RS15010,0.0284564515394312,,DUF2782 domain-containing protein,S,934,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS15010
EQU24_RS08010,0.0283201243292563,,DUF1566 domain-containing protein,S,1823,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08010
EQU24_RS10125,0.0283081476699236,,hypothetical protein,S,1546,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10125
EQU24_RS14545,-0.0281799216243533,,sorbosone dehydrogenase family protein,G,1001,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14545
EQU24_RS07675,-0.0282190525485754,,conjugation transfer protein,C,1863,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07675
EQU24_RS07495,-0.0283704684649033,,hypothetical protein,-,1883,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07495
EQU24_RS14765,-0.0283851581992863,,hypothetical protein,S,965,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14765
EQU24_RS08730,-0.0284585166831326,hpnR,hopanoid C-3 methylase HpnR,C,1726,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08730
EQU24_RS14490,-0.0287501306576725,,hypothetical protein,-,1012,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14490
EQU24_RS04585,-0.0288128328121665,,type IV pilin protein,U,2257,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS04585
EQU24_RS16825,-0.0290161509790958,flgF,flagellar basal-body rod protein FlgF,N,699,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16825
EQU24_RS15665,-0.0295116685530366,,hypothetical protein,-,839,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS15665
EQU24_RS09315,-0.0298814790729028,,hypothetical protein,-,1653,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09315
EQU24_RS05725,-0.0301415204039569,,hypothetical protein,-,2112,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05725
EQU24_RS20050,-0.0301846504275703,,hypothetical protein,-,285,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20050
EQU24_RS08690,-0.0303382193456176,,NADP oxidoreductase,C,1732,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08690
EQU24_RS13420,-0.0304038601070314,,hypothetical protein,-,1149,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13420
EQU24_RS09540,-0.0307512122217259,,hypothetical protein,-,1622,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09540
EQU24_RS08245,-0.0309686820010425,,hypothetical protein,S,1790,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08245
EQU24_RS07880,-0.0309744241849243,,sulfite exporter TauE/SafE family protein,S,1839,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07880
EQU24_RS21640,-0.0313729902183048,dhaL,dihydroxyacetone kinase subunit L,S,66,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21640
EQU24_RS16835,-0.0315154062411981,,flagellar hook assembly protein FlgD,N,699,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16835
EQU24_RS05765,-0.0315489382184295,,hypothetical protein,S,2107,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05765
EQU24_RS19155,-0.0315681889609951,,DUF2182 domain-containing protein,S,407,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS19155
EQU24_RS10975,-0.0317701153482101,,hypothetical protein,S,1457,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10975
EQU24_RS05350,-0.0319991626864057,,DUF29 domain-containing protein,T,2162,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05350
EQU24_RS12645,-0.0321276615725362,,nitrate reductase,C,1243,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12645
EQU24_RS05055,-0.0325773817267758,,hypothetical protein,-,2195,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05055
EQU24_RS16820,-0.0325913000590265,flgG,flagellar basal-body rod protein FlgG,N,700,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16820
EQU24_RS16815,-0.0326576923315756,flgH,flagellar basal body L-ring protein FlgH,N,700,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16815
EQU24_RS14925,-0.0328702439252159,urtB,urea ABC transporter permease subunit UrtB,U,948,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14925
EQU24_RS11920,-0.0329797688563039,,transcriptional regulator,K,1328,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS11920
EQU24_RS14620,-0.0333540327404441,,BON domain-containing protein,S,989,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14620
EQU24_RS14645,-0.033823776021743,,hypothetical protein,-,984,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14645
EQU24_RS16865,-0.0340646050248226,flgM,flagellar biosynthesis anti-sigma factor FlgM,N,695,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16865
EQU24_RS10950,-0.0343622460460011,vgrG,type VI secretion system tip protein VgrG,T,1458,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10950
