locus,gene_weight,gene_name,gene_product,cog,operon,specific_gos_n,link
EQU24_RS03865,0.0590981594115985,tuf,elongation factor Tu,"Translation, ribosomal structure and biogenesis",2330,"GTPase activity
peptide biosynthetic process
translation
amide biosynthetic process
GTP binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03865
EQU24_RS03910,0.0590568718908061,rplP,50S ribosomal protein L16,"Translation, ribosomal structure and biogenesis",2329,"ribosome assembly
ribosomal large subunit assembly
ribonucleoprotein complex assembly
cytosolic ribosome
rRNA binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03910
EQU24_RS03825,0.0587578721842668,rplA,50S ribosomal protein L1,"Translation, ribosomal structure and biogenesis",2335,"maturation of LSU-rRNA
negative regulation of translational initiation
rRNA processing
negative regulation of translation
ncRNA processing",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03825
EQU24_RS03870,0.0585505905338161,rpsJ,30S ribosomal protein S10,"Translation, ribosomal structure and biogenesis",2330,"regulation of nucleic acid-templated transcription
transcription antitermination
regulation of DNA-templated transcription, termination
regulation of cellular macromolecule biosynthetic process
cytosolic ribosome",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03870
EQU24_RS03915,0.0559873857642653,rpmC,50S ribosomal protein L29,"Translation, ribosomal structure and biogenesis",2329,"ribosome assembly
ribosomal large subunit assembly
cytosolic ribosome
ribonucleoprotein complex assembly
ribosomal large subunit biogenesis",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03915
EQU24_RS03900,0.0558875944778173,,50S ribosomal protein L22,"Translation, ribosomal structure and biogenesis",2329,"ribosome assembly
cytosolic ribosome
ribonucleoprotein complex assembly
polysomal ribosome
cytosolic large ribosomal subunit",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03900
EQU24_RS03885,0.0558558576892644,,50S ribosomal protein L23,"Translation, ribosomal structure and biogenesis",2330,"ribosomal large subunit assembly
ribosome assembly
cytosolic ribosome
ribonucleoprotein complex assembly
cytosolic large ribosomal subunit",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03885
EQU24_RS03970,0.0556720378538098,rplO,50S ribosomal protein L15,"Translation, ribosomal structure and biogenesis",2329,"cytosolic ribosome
translation
cytosolic large ribosomal subunit
peptide biosynthetic process
ribosome",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03970
EQU24_RS03845,0.0554476584263073,rpoC,DNA-directed RNA polymerase subunit beta',Transcription,2331,"transcription, DNA-templated
nucleic acid-templated transcription
zinc ion binding
DNA-directed 5'-3' RNA polymerase activity
magnesium ion binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03845
EQU24_RS12085,0.0552652209747665,,hypothetical protein,No COG annotation,1314,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12085
EQU24_RS03940,0.0549881387622933,rpsN,30S ribosomal protein S14,"Translation, ribosomal structure and biogenesis",2329,"ribosome assembly
ribosomal small subunit assembly
cytosolic ribosome
ribonucleoprotein complex assembly
ribosomal small subunit biogenesis",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03940
EQU24_RS21575,0.0547748706620447,tkt,transketolase,Coenzyme transport and metabolism,70,"positive regulation of nucleic acid-templated transcription
regulation of nucleic acid-templated transcription
positive regulation of RNA biosynthetic process
positive regulation of transcription, DNA-templated
positive regulation of macromolecule biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21575
EQU24_RS03840,0.0542501512625014,rpoB,DNA-directed RNA polymerase subunit beta,Transcription,2332,"transcription, DNA-templated
DNA-directed 5'-3' RNA polymerase activity
nucleic acid-templated transcription
5'-3' RNA polymerase activity
RNA metabolic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03840
EQU24_RS04000,0.0541686963698732,rpoA,DNA-directed RNA polymerase subunit alpha,Transcription,2328,"transcription, DNA-templated
zinc ion binding
DNA-directed 5'-3' RNA polymerase activity
nucleic acid-templated transcription
DNA-templated transcription, elongation",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS04000
EQU24_RS03905,0.0531143010678492,rpsC,30S ribosomal protein S3,"Translation, ribosomal structure and biogenesis",2329,"ribosomal small subunit assembly
ribosome assembly
cytosolic ribosome
ribonucleoprotein complex assembly
cytoplasmic translation",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03905
EQU24_RS03860,0.0526569030561674,fusA,elongation factor G,"Translation, ribosomal structure and biogenesis",2330,"GTPase activity
translation
peptide biosynthetic process
GTP binding
amide biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03860
EQU24_RS03950,0.0524677457353972,rplF,50S ribosomal protein L6,"Translation, ribosomal structure and biogenesis",2329,"ribosome assembly
ribosomal large subunit assembly
cytoplasmic translation
ribonucleoprotein complex assembly
large ribosomal subunit rRNA binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03950
EQU24_RS14355,0.0520328547031265,,integration host factor subunit beta,Transcription,1025,"transcription, DNA-templated
regulation of nucleic acid-templated transcription
nucleic acid-templated transcription
regulation of RNA biosynthetic process
regulation of transcription, DNA-templated",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14355
EQU24_RS09995,0.0518040217904706,rpsR,30S ribosomal protein S18,"Translation, ribosomal structure and biogenesis",1563,"small ribosomal subunit rRNA binding
mRNA 5'-UTR binding
cytosolic ribosome
mRNA binding
cytosolic small ribosomal subunit",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09995
EQU24_RS03960,0.0517704587760282,,30S ribosomal protein S5,"Translation, ribosomal structure and biogenesis",2329,"ribosomal small subunit assembly
ribosome assembly
cytosolic ribosome
ribonucleoprotein complex assembly
amide biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03960
EQU24_RS03875,0.0516815744986743,rplC,50S ribosomal protein L3,"Translation, ribosomal structure and biogenesis",2330,"ribosomal large subunit assembly
ribosome assembly
positive regulation of rRNA processing
regulation of rRNA processing
positive regulation of ribosome biogenesis",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03875
EQU24_RS03895,0.0506005147114062,rpsS,30S ribosomal protein S19,"Translation, ribosomal structure and biogenesis",2329,"ribosomal small subunit assembly
ribosome assembly
cytosolic ribosome
ribonucleoprotein complex assembly
amide biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03895
EQU24_RS03855,0.0500026676470987,rpsG,30S ribosomal protein S7,"Translation, ribosomal structure and biogenesis",2330,"ribosome assembly
negative regulation of cellular macromolecule biosynthetic process
ribosomal small subunit assembly
negative regulation of translation
regulation of cellular macromolecule biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03855
EQU24_RS00685,0.0492320099798348,,DUF4242 domain-containing protein,Function unknown,2737,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00685
EQU24_RS10730,0.0490451462084579,,hypothetical protein,Function unknown,1481,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10730
EQU24_RS03995,0.0488528366968743,rpsD,30S ribosomal protein S4,"Translation, ribosomal structure and biogenesis",2328,"negative regulation of translational initiation
transcription antitermination
regulation of nucleic acid-templated transcription
regulation of translational initiation
ribosomal small subunit assembly",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03995
EQU24_RS20865,0.0486667664160841,,DUF2442 domain-containing protein,Function unknown,172,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20865
EQU24_RS18480,0.0484588461378565,,IS66 family transposase,"Replication, recombination and repair",495,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18480
EQU24_RS03835,0.0480217104781882,rplL,50S ribosomal protein L7/L12,"Translation, ribosomal structure and biogenesis",2333,"cytosolic ribosome
amide biosynthetic process
cytosolic large ribosomal subunit
translation
ribosome",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03835
EQU24_RS03890,0.0477778609042385,rplB,50S ribosomal protein L2,"Translation, ribosomal structure and biogenesis",2329,"ribosomal large subunit assembly
ribosome assembly
cytosolic ribosome
zinc ion binding
cytoplasmic translation",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03890
EQU24_RS21820,0.0473526824442014,,hypothetical protein,No COG annotation,43,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21820
EQU24_RS08030,0.047271221463864,,IS4 family transposase,"Replication, recombination and repair",1821,"DNA binding
transposase activity
transposition, DNA-mediated
integral component of membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08030
EQU24_RS10735,0.046339430765739,,DUF4242 domain-containing protein,Function unknown,1481,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10735
EQU24_RS16380,0.0456738222193762,,hypothetical protein,No COG annotation,753,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16380
EQU24_RS16125,0.0456595513964001,,elongation factor G,"Translation, ribosomal structure and biogenesis",787,"GTPase activity
peptide biosynthetic process
translational elongation
amide biosynthetic process
GTP binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16125
EQU24_RS05545,0.045321114075974,,elongation factor Ts,"Translation, ribosomal structure and biogenesis",2133,"zinc ion binding
translation
translational elongation
guanyl-nucleotide exchange factor activity
transition metal ion binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05545
EQU24_RS03955,0.0448025077490943,,50S ribosomal protein L18,"Translation, ribosomal structure and biogenesis",2329,"cytosolic ribosome
5S rRNA binding
rRNA binding
NAD+ ADP-ribosyltransferase activity
peptide biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03955
EQU24_RS13310,0.0444191219598788,ftsB,cell division protein FtsB,"Cell cycle control, cell division, chromosome partitioning",1160,"integral component of plasma membrane
identical protein binding
cytokinesis
plasma membrane
cell cycle",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13310
EQU24_RS14035,0.0434109343410162,,hypothetical protein,No COG annotation,1066,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14035
EQU24_RS03925,0.0433228216269961,rplN,50S ribosomal protein L14,"Translation, ribosomal structure and biogenesis",2329,"cytosolic ribosome
large ribosomal subunit rRNA binding
peptide biosynthetic process
ribosome
amide biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03925
EQU24_RS03980,0.0432715123115381,rpmJ,50S ribosomal protein L36,"Translation, ribosomal structure and biogenesis",2329,"cytosolic ribosome
peptide biosynthetic process
translation
amide biosynthetic process
ribosome",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03980
EQU24_RS02255,0.0431507911799624,atpG,F0F1 ATP synthase subunit gamma,Energy production and conversion,2522,"purine ribonucleoside monophosphate biosynthetic process
purine ribonucleoside triphosphate biosynthetic process
ATP hydrolysis activity
ribonucleoside triphosphate biosynthetic process
purine ribonucleoside triphosphate metabolic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS02255
EQU24_RS03805,0.0430353810165673,,,No COG annotation,2336,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03805
EQU24_RS13315,0.0429104780875538,,phosphopyruvate hydratase,Nucleotide transport and metabolism,1159,"purine ribonucleoside monophosphate biosynthetic process
purine ribonucleoside triphosphate biosynthetic process
pyruvate biosynthetic process
purine nucleoside triphosphate biosynthetic process
nicotinamide nucleotide biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13315
EQU24_RS14555,0.042692209101646,,CsbD family protein,No COG annotation,1000,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14555
EQU24_RS15120,0.0425917909413367,,trigger factor,"Cell cycle control, cell division, chromosome partitioning",921,"protein peptidyl-prolyl isomerization
peptidyl-proline modification
peptidyl-amino acid modification
cellular protein modification process
protein transport",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS15120
EQU24_RS03975,0.0425187910042877,secY,preprotein translocase subunit SecY,"Intracellular trafficking, secretion, and vesicular transport",2329,"SRP-dependent cotranslational protein targeting to membrane
protein targeting to ER
protein localization to endoplasmic reticulum
cotranslational protein targeting to membrane
protein insertion into membrane from inner side",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03975
EQU24_RS19310,0.0424663381320887,pmoA,methane monooxygenase/ammonia monooxygenase subunit A,Energy production and conversion,383,"methane monooxygenase activity
methane monooxygenase complex
oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen
methane metabolic process
oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS19310
EQU24_RS21560,0.0417047874061101,fbaA,class II fructose-bisphosphate aldolase,Carbohydrate transport and metabolism,76,"purine ribonucleoside monophosphate biosynthetic process
purine ribonucleoside triphosphate biosynthetic process
ribonucleoside triphosphate biosynthetic process
purine nucleoside triphosphate biosynthetic process
purine ribonucleoside diphosphate metabolic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21560
EQU24_RS21555,0.040927438143677,,CoA-disulfide reductase,Inorganic ion transport and metabolism,77,"flavin adenine dinucleotide binding
cell redox homeostasis
oxidoreductase activity

",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21555
EQU24_RS20950,0.0406644405707938,,ISKra4 family transposase,"Replication, recombination and repair",161,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20950
EQU24_RS10740,0.0406599244142504,,sulfurtransferase,Inorganic ion transport and metabolism,1480,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10740
EQU24_RS09770,0.0404043729298542,,Na(+)-translocating NADH-quinone reductase subunit C,Energy production and conversion,1587,"sodium ion transport
metal ion transport
cation transport
inorganic cation transmembrane transport
ion transport",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09770
EQU24_RS05550,0.0402855103303182,,UMP kinase,Nucleotide transport and metabolism,2132,"'de novo' CTP biosynthetic process
UMP kinase activity
nucleotide biosynthetic process
uridylate kinase activity
nucleoside monophosphate phosphorylation",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05550
EQU24_RS09840,0.0402597696099791,,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",Carbohydrate transport and metabolism,1581,"purine ribonucleoside monophosphate biosynthetic process
purine ribonucleoside triphosphate biosynthetic process
ribonucleoside triphosphate biosynthetic process
purine nucleoside triphosphate biosynthetic process
nicotinamide nucleotide biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09840
EQU24_RS03815,0.0401947208663272,nusG,transcription termination/antitermination protein NusG,Transcription,2336,"transcription, DNA-templated
transcription antitermination
regulation of DNA-templated transcription, elongation
regulation of nucleic acid-templated transcription
regulation of cellular macromolecule biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03815
EQU24_RS16305,0.0395105381396079,,,No COG annotation,758,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16305
EQU24_RS05555,0.039485610638012,,ribosome recycling factor,"Translation, ribosomal structure and biogenesis",2132,"cytoplasmic translational termination
translational termination
cytoplasmic translation
peptide biosynthetic process
translation",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05555
EQU24_RS14040,0.0394089450309441,,hypothetical protein,No COG annotation,1066,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14040
EQU24_RS02245,0.0393175049552574,,F0F1 ATP synthase subunit delta,Energy production and conversion,2522,"purine ribonucleoside triphosphate biosynthetic process
purine ribonucleoside monophosphate biosynthetic process
ATP hydrolysis activity
energy coupled proton transport, down electrochemical gradient
ribonucleoside triphosphate biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS02245
EQU24_RS03990,0.0391851945771473,rpsK,30S ribosomal protein S11,"Translation, ribosomal structure and biogenesis",2328,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
maturation of SSU-rRNA
rRNA processing
ncRNA processing
rRNA metabolic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03990
EQU24_RS04635,0.0391797053153081,,malate--CoA ligase subunit beta,Nucleotide transport and metabolism,2250,"citrate metabolic process
succinate-CoA ligase (ADP-forming) activity
tricarboxylic acid metabolic process
aerobic respiration
magnesium ion binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS04635
EQU24_RS14115,0.0390645607092334,,cytochrome c oxidase assembly protein,"Post-translational modification, protein turnover, and chaperones",1057,"respiratory chain complex IV assembly
cytochrome complex assembly
copper ion binding
protein-containing complex assembly
protein-containing complex assembly",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14115
EQU24_RS21565,0.0388546972351694,,transaldolase,Nucleotide transport and metabolism,75,"nicotinamide nucleotide metabolic process
pyridine nucleotide metabolic process
nucleotide metabolic process
pentose-phosphate shunt
pyridine-containing compound metabolic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21565
EQU24_RS02240,0.038593626016655,,F0F1 ATP synthase subunit B,Energy production and conversion,2522,"purine ribonucleoside triphosphate biosynthetic process
purine ribonucleoside monophosphate biosynthetic process
purine nucleoside triphosphate biosynthetic process
ribonucleoside triphosphate biosynthetic process
purine nucleoside monophosphate biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS02240
EQU24_RS18775,0.0385324916154474,leuD,3-isopropylmalate dehydratase small subunit,Amino acid transport and metabolism,457,"leucine biosynthetic process
3-isopropylmalate dehydratase activity
3-isopropylmalate dehydratase complex
isomerase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18775
EQU24_RS02250,0.0384864508830895,,F0F1 ATP synthase subunit alpha,Energy production and conversion,2522,"purine ribonucleoside monophosphate biosynthetic process
purine ribonucleoside triphosphate biosynthetic process
purine nucleoside triphosphate biosynthetic process
ribonucleoside monophosphate biosynthetic process
purine ribonucleotide biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS02250
EQU24_RS17450,0.0384590865513254,,hypothetical protein,No COG annotation,623,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17450
EQU24_RS21570,0.0384088042973061,,hypothetical protein,No COG annotation,74,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21570
EQU24_RS10005,0.0381694852425083,rplI,50S ribosomal protein L9,"Translation, ribosomal structure and biogenesis",1562,"cytosolic ribosome
large ribosomal subunit rRNA binding
peptide biosynthetic process
ribosome
amide biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10005
EQU24_RS20860,0.0380781650599302,,ribonucleotide reductase,Nucleotide transport and metabolism,173,"intein-mediated protein splicing
ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor
nucleic acid phosphodiester bond hydrolysis
endonuclease activity
ATP binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20860
EQU24_RS10000,0.0380764165282805,,DUF2232 domain-containing protein,Function unknown,1563,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10000
EQU24_RS04005,0.0380198492383231,,50S ribosomal protein L17,"Translation, ribosomal structure and biogenesis",2328,"ribosome assembly
ribosomal large subunit assembly
cytosolic ribosome
ribonucleoprotein complex assembly
ribosomal large subunit biogenesis",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS04005
EQU24_RS15820,0.0377881369983438,,insulinase family protein,Function unknown,820,"metal ion binding
proteolysis
peptidase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS15820
EQU24_RS00575,0.0373979571771122,guaA,glutamine-hydrolyzing GMP synthase,Nucleotide transport and metabolism,2753,"guanosine-containing compound biosynthetic process
purine ribonucleoside monophosphate biosynthetic process
GMP biosynthetic process
purine ribonucleoside monophosphate metabolic process
purine ribonucleoside biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00575
EQU24_RS19350,0.036798459224981,,response regulator,Signal transduction mechanisms,378,phosphorelay signal transduction system,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS19350
EQU24_RS03715,0.0366757382532345,gatA,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA,"Translation, ribosomal structure and biogenesis",2342,"glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity
ATP binding
translation
amidase activity
glutamyl-tRNA(Gln) amidotransferase complex",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03715
EQU24_RS09990,0.0363730864073032,rpsF,30S ribosomal protein S6,"Translation, ribosomal structure and biogenesis",1563,"small ribosomal subunit rRNA binding
mRNA 5'-UTR binding
cytosolic ribosome
mRNA binding
cytosolic small ribosomal subunit",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09990
EQU24_RS09835,0.0363716448300365,,,No COG annotation,1582,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09835
EQU24_RS05255,0.0363131765539806,pnp,polyribonucleotide nucleotidyltransferase,"Translation, ribosomal structure and biogenesis",2173,"3'-5'-exoribonuclease activity
RNA phosphodiester bond hydrolysis, exonucleolytic
exoribonuclease activity, producing 5'-phosphomonoesters
exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters
RNA phosphodiester bond hydrolysis",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05255
EQU24_RS13705,0.0362386445869472,,hypothetical protein,No COG annotation,1111,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13705
EQU24_RS03810,0.0361934803783189,secE,preprotein translocase subunit SecE,"Intracellular trafficking, secretion, and vesicular transport",2336,"SRP-dependent cotranslational protein targeting to membrane
protein targeting to ER
cotranslational protein targeting to membrane
protein insertion into membrane from inner side
protein localization to endoplasmic reticulum",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03810
EQU24_RS04645,0.0357792642042723,,hypothetical protein,Function unknown,2249,hydrolase activity,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS04645
EQU24_RS03725,0.035593228848615,gatB,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB,"Translation, ribosomal structure and biogenesis",2342,"tRNA metabolic process
glutaminyl-tRNAGln biosynthesis via transamidation
ncRNA metabolic process
glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity
tRNA aminoacylation",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03725
EQU24_RS04640,0.0355410432922559,sucD,succinate--CoA ligase subunit alpha,Nucleotide transport and metabolism,2250,"protein autophosphorylation
succinate-CoA ligase (ADP-forming) activity
protein phosphorylation
cellular protein modification process
phosphorylation",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS04640
EQU24_RS18770,0.0355158747881747,,aspartate-semialdehyde dehydrogenase,Amino acid transport and metabolism,458,"'de novo' L-methionine biosynthetic process
lysine biosynthetic process via diaminopimelate
threonine biosynthetic process
lysine biosynthetic process
diaminopimelate biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18770
EQU24_RS03780,0.0354497133519234,,50S ribosomal protein L25/general stress protein Ctc,"Translation, ribosomal structure and biogenesis",2337,"cytosolic ribosome
5S rRNA binding
amide biosynthetic process
cytosolic large ribosomal subunit
translation",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03780
EQU24_RS21825,0.0351009528614604,,HNH endonuclease,Defense mechanisms,43,"endonuclease activity
nucleic acid phosphodiester bond hydrolysis
nucleic acid binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21825
EQU24_RS14890,0.0350596672391563,ureA,urease subunit gamma,Amino acid transport and metabolism,950,"nickel cation binding
urease activity
urea catabolic process
cytoplasm",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14890
EQU24_RS14360,0.0349683997231773,,30S ribosomal protein S1,"Translation, ribosomal structure and biogenesis",1024,"negative regulation of cytoplasmic translation
regulation of cytoplasmic translation
negative regulation of cellular macromolecule biosynthetic process
ribosomal small subunit assembly
negative regulation of translation",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14360
EQU24_RS05230,0.0344745638316565,nusA,transcription termination/antitermination protein NusA,Transcription,2175,"transcription, DNA-templated
regulation of nucleic acid-templated transcription
transcription antitermination
transcription, DNA-templated
nucleic acid-templated transcription",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05230
