locus,gene_weight,gene_name,gene_product,cog,operon,specific_gos_n,link
EQU24_RS06210,0.1503997134431325,,hypothetical protein,"Replication, recombination and repair",2049,"DNA binding
transposase activity
transposition, DNA-mediated",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS06210
EQU24_RS05305,0.1456535818888527,,bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase,Coenzyme transport and metabolism,2166,"cobalamin biosynthetic process
cobinamide phosphate guanylyltransferase activity
phosphorylation
GTP binding
ATP binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05305
EQU24_RS18145,0.1428717605307771,mxaB,response regulator transcription factor,Transcription,541,"negative regulation of nucleic acid-templated transcription
negative regulation of transcription, DNA-templated
negative regulation of RNA biosynthetic process
regulation of nucleic acid-templated transcription
negative regulation of cellular macromolecule biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18145
EQU24_RS16555,0.1427464738417427,,hypothetical protein,No COG annotation,728,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16555
EQU24_RS16540,0.1417707437656844,,hypothetical protein,No COG annotation,730,hydrolase activity,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16540
EQU24_RS12125,0.1403188954636004,cas2,CRISPR-associated endonuclease Cas2,"Replication, recombination and repair",1307,"RNA phosphodiester bond hydrolysis, endonucleolytic
maintenance of CRISPR repeat elements
endoribonuclease activity
defense response to virus
metal ion binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12125
EQU24_RS16545,0.1335087931627307,,YqaJ viral recombinase family protein,"Replication, recombination and repair",729,"endonuclease activity
nucleic acid phosphodiester bond hydrolysis",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16545
EQU24_RS00195,0.1312093763639943,,DUF4338 domain-containing protein,"Replication, recombination and repair",2805,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00195
EQU24_RS10945,0.1304204757970212,,membrane protein,Signal transduction mechanisms,1458,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10945
EQU24_RS05435,0.1288357426100506,,hypothetical protein,"Cell cycle control, cell division, chromosome partitioning",2153,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05435
EQU24_RS11985,0.126075823568462,,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",1320,"phosphopantetheine binding
catalytic activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS11985
EQU24_RS17310,0.1260240512055738,,hypothetical protein,No COG annotation,638,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17310
EQU24_RS01170,0.1249277825862499,,Y-family DNA polymerase,"Replication, recombination and repair",2668,"ATP hydrolysis activity
ATP hydrolysis activity
translesion synthesis
DNA synthesis involved in DNA repair
postreplication repair",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01170
EQU24_RS12130,0.1185751188252599,,hypothetical protein,Function unknown,1307,"maintenance of CRISPR repeat elements
endonuclease activity
nucleic acid phosphodiester bond hydrolysis
defense response to virus
metal ion binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12130
EQU24_RS11990,0.1036911226551198,,IS1595 family transposase,"Replication, recombination and repair",1320,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS11990
EQU24_RS08460,0.1031040734212796,urtC,urea ABC transporter permease subunit UrtC,Amino acid transport and metabolism,1762,"plasma membrane
integral component of membrane
transmembrane transporter activity
transmembrane transport",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08460
EQU24_RS01555,0.100168660863849,,hypothetical protein,No COG annotation,2616,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01555
EQU24_RS01175,0.0986410380314391,umuD,translesion error-prone DNA polymerase V autoproteolytic subunit,Transcription,2668,"regulation of transcription, DNA-templated
DNA repair
DNA binding
SOS response
hydrolase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01175
EQU24_RS20510,0.0950944663358312,,hypothetical protein,No COG annotation,227,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20510
EQU24_RS14755,-0.0829990600305656,,hemerythrin domain-containing protein,Function unknown,966,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14755
EQU24_RS01765,-0.0944615226371341,,DUF504 domain-containing protein,RNA processing and modification,2590,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01765
