,name,x,y,cog,color,link,gene_product
EQU24_RS00185,,42145,-0.0059745302393814,"Replication, recombination and repair",#1e90ff,,hypothetical protein
EQU24_RS00190,,42656,0.0021557389556989,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00195,,42874,-0.0228588575166036,"Replication, recombination and repair",#1e90ff,,DUF4338 domain-containing protein
EQU24_RS00200,,44158,0.0006975706424836,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00205,,44526,0.0178531565910541,"Replication, recombination and repair",#1e90ff,,IS66 family transposase
EQU24_RS00210,,46105,0.0078674652596173,No COG annotation,#00bfbf,,DUF3800 domain-containing protein
EQU24_RS00215,,47306,-0.0002097207241594,Cell motility,#da70d6,,type II toxin-antitoxin system HicB family antitoxin
EQU24_RS00220,,47518,0.011311527587873,Cell motility,#da70d6,,type II toxin-antitoxin system HicA family toxin
EQU24_RS00225,,48209,0.0007682110728814,Carbohydrate transport and metabolism,#ffc0cb,,HAD family hydrolase
EQU24_RS00230,,48728,-0.0104252850167629,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00235,,48952,0.0100149522771572,No COG annotation,#00bfbf,,type II toxin-antitoxin system RelE/ParE family toxin
EQU24_RS00240,,49350,-0.0130678635931248,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00245,,49501,-0.0021459847032195,Inorganic ion transport and metabolism,#8b4513,,cation transporter
EQU24_RS00250,,50778,-0.0447536437104081,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00255,,51191,-0.0172775323584679,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00260,,51603,-0.0102003490620378,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00265,,52448,0.0094331847645112,Cell wall/membrane/envelope biogenesis,#c71585,,glucosidase
EQU24_RS00270,,55437,-0.0091399175462867,Signal transduction mechanisms,#f4a460,,Crp/Fnr family transcriptional regulator
EQU24_RS00275,,57142,-0.0079267381004994,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00280,,57870,0.0026582495501048,Signal transduction mechanisms,#f4a460,,adenylate/guanylate cyclase domain-containing protein
EQU24_RS00285,,60055,0.0018483107639576,Transcription,#000000,,protein kinase
EQU24_RS00290,,61695,-0.001611806290869,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00295,,62264,-2.812757853400559e-06,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00300,,62674,-0.0047276164265733,Transcription,#000000,,AAA family ATPase
EQU24_RS00305,,67787,0.0133988639060424,Signal transduction mechanisms,#f4a460,,response regulator
EQU24_RS00310,,68188,-0.0020643347673415,Signal transduction mechanisms,#f4a460,,GGDEF domain-containing response regulator
EQU24_RS00315,,70371,0.000722952553142,Function unknown,#0000ff,,CPBP family intramembrane metalloprotease
EQU24_RS00320,,71048,0.0013580815673716,Function unknown,#0000ff,,YcgL domain-containing protein
EQU24_RS00330,,71976,-0.014494862504715,Function unknown,#0000ff,,flippase
EQU24_RS00335,,73303,0.0067062247924861,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00340,,74273,0.0012842274458815,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00345,,75073,-0.009939554406467,Function unknown,#0000ff,,hypothetical protein
EQU24_RS00350,,76033,-0.0014400663026489,Function unknown,#0000ff,,methyltransferase domain-containing protein
EQU24_RS00355,,76863,0.0022772512121887,Cell wall/membrane/envelope biogenesis,#c71585,,glycosyltransferase
EQU24_RS00360,,78206,-0.0033633645167302,Cell wall/membrane/envelope biogenesis,#c71585,,glycosyltransferase
EQU24_RS00365,,78936,0.0016362550931797,Function unknown,#0000ff,,glycosyltransferase family 2 protein
EQU24_RS00370,,80036,0.0054628769511241,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00375,,80273,-0.0044005544620428,Cell wall/membrane/envelope biogenesis,#c71585,,glycosyltransferase
EQU24_RS00380,,81343,-0.0010512783427714,Cell wall/membrane/envelope biogenesis,#c71585,,SDR family oxidoreductase
EQU24_RS00385,,82311,0.0036560317573484,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00390,,82907,-0.0091955392024049,Cell wall/membrane/envelope biogenesis,#c71585,,glycosyltransferase family 4 protein
EQU24_RS00395,,83997,0.0020496399889611,Function unknown,#0000ff,,ATP-binding protein
EQU24_RS00400,,85681,-0.0002971058601416,Carbohydrate transport and metabolism,#ffc0cb,,polysaccharide biosynthesis protein
EQU24_RS00405,,88239,0.0050192833690282,Transcription,#000000,,LysR family transcriptional regulator
EQU24_RS00410,,89041,0.0028736079211751,Coenzyme transport and metabolism,#d3d3d3,,methyltransferase domain-containing protein
EQU24_RS00415,,89828,-0.0071128389902322,Inorganic ion transport and metabolism,#8b4513,,rhodanese-like domain-containing protein
EQU24_RS00420,typA,90322,0.00079649496929,Signal transduction mechanisms,#f4a460,,translational GTPase TypA
EQU24_RS00425,hisB,92433,0.0066526243872053,Amino acid transport and metabolism,#ff0000,,imidazoleglycerol-phosphate dehydratase HisB
EQU24_RS00430,hisH,93040,0.0068081867314813,Amino acid transport and metabolism,#ff0000,,imidazole glycerol phosphate synthase subunit HisH
EQU24_RS00435,hisA,93739,0.0005670988168609,Amino acid transport and metabolism,#ff0000,,1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino]imidazole-4- carboxamide isomerase
EQU24_RS00440,hisF,94480,-0.0001193298377615,Amino acid transport and metabolism,#ff0000,,imidazole glycerol phosphate synthase subunit HisF
EQU24_RS00445,hisI,95253,0.0109747065083094,Amino acid transport and metabolism,#ff0000,,phosphoribosyl-AMP cyclohydrolase
EQU24_RS00450,,95639,-0.0046734709011751,Amino acid transport and metabolism,#ff0000,,phosphoribosyl-ATP diphosphatase
EQU24_RS00455,tatA,96158,-0.0074470185385185,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase TatA/TatE family subunit
EQU24_RS00460,tatB,96374,0.0008891477489033,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase subunit TatB
EQU24_RS00465,tatC,96685,-0.0030409595436363,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase subunit TatC
EQU24_RS00470,,97499,-0.0033877300828055,Amino acid transport and metabolism,#ff0000,,GDSL family lipase
EQU24_RS00475,,98135,-0.006777064429292,Lipid transport and metabolism,#87cefa,,pteridine reductase
EQU24_RS00480,,98898,0.0017022843813854,Signal transduction mechanisms,#f4a460,,hypothetical protein
EQU24_RS00485,folK,101212,-0.0037065914042125,Coenzyme transport and metabolism,#d3d3d3,,2-amino-4-hydroxy-6- hydroxymethyldihydropteridine diphosphokinase
EQU24_RS00490,folB,101731,0.0003213438330196,Coenzyme transport and metabolism,#d3d3d3,,dihydroneopterin aldolase
EQU24_RS00495,plsY,102224,0.0140303565143101,Lipid transport and metabolism,#87cefa,,glycerol-3-phosphate 1-O-acyltransferase PlsY
EQU24_RS00500,tsaD,102961,-0.0050824222604379,"Translation, ribosomal structure and biogenesis",#daa520,,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD
EQU24_RS00505,rpsU,104077,-0.0002443634784189,"Translation, ribosomal structure and biogenesis",#daa520,,30S ribosomal protein S21
EQU24_RS00510,,104333,0.0080429703993931,Function unknown,#0000ff,,GatB/YqeY domain-containing protein
EQU24_RS00515,,104824,0.0038132753276126,"Replication, recombination and repair",#1e90ff,,DNA primase
EQU24_RS00520,rpoD,106636,0.0013484674655265,Transcription,#000000,,RNA polymerase sigma factor RpoD
EQU24_RS00525,,108456,-0.015831912044333,No COG annotation,#00bfbf,,
EQU24_RS00530,,108596,0.0014582549108379,Coenzyme transport and metabolism,#d3d3d3,,methionine adenosyltransferase
EQU24_RS00535,,109776,0.0051382066670151,Coenzyme transport and metabolism,#d3d3d3,,adenosylhomocysteinase
EQU24_RS00540,metF,111129,-0.0020360034143191,Amino acid transport and metabolism,#ff0000,,methylenetetrahydrofolate reductase [NAD(P)H]
EQU24_RS00545,,112072,0.0028988616900646,"Translation, ribosomal structure and biogenesis",#daa520,,16S rRNA (uracil(1498)-N(3))-methyltransferase
EQU24_RS00550,,112812,-0.0059259089636775,Function unknown,#0000ff,,CPBP family intramembrane metalloprotease
EQU24_RS00555,,113932,-0.0073081990093695,Function unknown,#0000ff,,YajQ family cyclic di-GMP-binding protein
EQU24_RS00560,,114465,0.0009768495456518,"Translation, ribosomal structure and biogenesis",#daa520,,multifunctional CCA addition/repair protein
EQU24_RS00565,,115829,-0.0023835517429473,Function unknown,#0000ff,,TSUP family transporter
EQU24_RS00570,guaB,116713,0.0019454042425733,Nucleotide transport and metabolism,#87ceeb,,IMP dehydrogenase
EQU24_RS00575,guaA,118260,-0.0016882268785419,Nucleotide transport and metabolism,#87ceeb,,glutamine-hydrolyzing GMP synthase
EQU24_RS00580,tadA,119840,0.0104692053004555,Nucleotide transport and metabolism,#87ceeb,,tRNA adenosine(34) deaminase TadA
EQU24_RS00585,,120316,-0.0057955259205997,Carbohydrate transport and metabolism,#ffc0cb,,glucose-6-phosphate isomerase
EQU24_RS00590,,122491,-0.0068764900571061,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00595,,123576,-0.0028060770212141,Energy production and conversion,#708090,,multicopper oxidase
EQU24_RS00600,,124502,-0.0094843640217296,Function unknown,#0000ff,,DedA family protein
EQU24_RS00605,,124981,0.0023713926679883,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00610,,125949,-0.0011530101282085,Function unknown,#0000ff,,YceI family protein
EQU24_RS00615,,126908,0.0020580198647812,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00620,msbA,127547,-0.0042669655000099,Defense mechanisms,#90ee90,,lipid A export permease/ATP-binding protein MsbA
EQU24_RS00625,,129668,0.0011578490780979,No COG annotation,#00bfbf,,
EQU24_RS00630,,131271,0.0025350561887027,No COG annotation,#00bfbf,,
EQU24_RS00635,,131419,0.0025350561887027,No COG annotation,#00bfbf,,
EQU24_RS00640,,131804,0.0056667370900789,No COG annotation,#00bfbf,,
EQU24_RS00645,,134999,-0.0006184403568602,No COG annotation,#00bfbf,,
EQU24_RS00650,,135895,-0.006951854697872,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,,ABC transporter permease
EQU24_RS00655,,137028,0.000307081202982,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,,ATP-binding cassette domain-containing protein
EQU24_RS00660,,137803,0.0101672954994248,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,,MCE family protein
EQU24_RS00665,,138747,0.0032295968703234,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00670,,139733,0.001345999718643,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00675,,140348,0.0041240368378161,Energy production and conversion,#708090,,c-type cytochrome
EQU24_RS00680,,142316,0.005720067027723,Function unknown,#0000ff,,selenium-binding protein
EQU24_RS00685,,143798,-0.0064413897618014,Function unknown,#0000ff,,DUF4242 domain-containing protein
EQU24_RS00690,,144127,0.0039308727212141,Transcription,#000000,,TetR family transcriptional regulator
EQU24_RS00695,,144978,-0.0049630428883658,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00700,,145380,-0.0049158216430197,Function unknown,#0000ff,,YggS family pyridoxal phosphate-dependent enzyme
EQU24_RS00705,,146177,-0.0101467526617522,Cell motility,#da70d6,,type IV pilus twitching motility protein PilT
EQU24_RS00710,,147225,0.0029421718900504,Cell motility,#da70d6,,PilT/PilU family type 4a pilus ATPase
EQU24_RS00715,djlA,148364,-0.0055451722328034,"Post-translational modification, protein turnover, and chaperones",#add8e6,,co-chaperone DjlA
EQU24_RS00720,,149248,0.007155345253926,Nucleotide transport and metabolism,#87ceeb,,phosphoribosylaminoimidazolesuccinocarboxamide synthase
EQU24_RS00725,,150286,0.00110860920529,Amino acid transport and metabolism,#ff0000,,JAB domain-containing protein
EQU24_RS00730,coaBC,151052,0.0033291056124687,Coenzyme transport and metabolism,#d3d3d3,,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC
EQU24_RS00735,,152235,0.0058851094005634,Nucleotide transport and metabolism,#87ceeb,,dUTP diphosphatase
EQU24_RS00740,,152709,-0.00085280203631,Carbohydrate transport and metabolism,#ffc0cb,,phosphomannomutase/phosphoglucomutase
EQU24_RS00745,argB,155268,0.0035149200837695,Nucleotide transport and metabolism,#87ceeb,,acetylglutamate kinase
EQU24_RS00750,,156144,0.0026894337791905,Function unknown,#0000ff,,DUF4124 domain-containing protein
EQU24_RS00760,,157612,-0.0049556958044529,Function unknown,#0000ff,,YggT family protein
EQU24_RS00765,,158187,0.001141255013593,Amino acid transport and metabolism,#ff0000,,pyrroline-5-carboxylate reductase
EQU24_RS00770,,159820,-9.681077322541122e-05,"Replication, recombination and repair",#1e90ff,,deoxyribodipyrimidine photo-lyase
EQU24_RS00775,,160800,0.001445762384743,Function unknown,#0000ff,,SDR family oxidoreductase
EQU24_RS00780,,161810,-0.0006861054054747,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00785,,162342,-0.0008837414980231,"Post-translational modification, protein turnover, and chaperones",#add8e6,,disulfide bond formation protein B
EQU24_RS00790,,162952,0.0080010413829382,Function unknown,#0000ff,,class I SAM-dependent methyltransferase
EQU24_RS00795,,164191,0.0024457812212217,"Replication, recombination and repair",#1e90ff,,primosomal protein N'
EQU24_RS00800,,166526,0.0004787190272418,"Translation, ribosomal structure and biogenesis",#daa520,,arginine--tRNA ligase
EQU24_RS00805,,168288,0.0072980475301343,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,,hypothetical protein
EQU24_RS00810,,168998,0.0231957728946526,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00815,,169174,0.0029467548435825,Function unknown,#0000ff,,DUF4276 family protein
EQU24_RS00820,,169446,-0.0031406090338748,Function unknown,#0000ff,,DUF4276 family protein
EQU24_RS00825,,169853,-0.0014501100257284,Function unknown,#0000ff,,AAA family ATPase
EQU24_RS00830,trpC,171011,-0.0036576736686207,Amino acid transport and metabolism,#ff0000,,indole-3-glycerol phosphate synthase TrpC
EQU24_RS00835,trpD,171811,0.0029324711466581,Nucleotide transport and metabolism,#87ceeb,,anthranilate phosphoribosyltransferase
EQU24_RS00840,,172934,-0.0046836795022921,Amino acid transport and metabolism,#ff0000,,aminodeoxychorismate/anthranilate synthase component II
EQU24_RS00845,,173521,-0.0005302505311934,Amino acid transport and metabolism,#ff0000,,anthranilate synthase component I
EQU24_RS00850,,175263,0.0007915458253217,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,,fumarylacetoacetate hydrolase family protein
EQU24_RS00855,,176309,0.0075728416728592,Signal transduction mechanisms,#f4a460,,two-component sensor histidine kinase
EQU24_RS00860,,177763,-0.0010363134281086,Transcription,#000000,,response regulator
EQU24_RS00865,hemW,178793,0.0011279944477321,Coenzyme transport and metabolism,#d3d3d3,,radical SAM family heme chaperone HemW
EQU24_RS00870,pyrE,180294,-0.0144704146287567,Nucleotide transport and metabolism,#87ceeb,,orotate phosphoribosyltransferase
EQU24_RS00875,,181080,-0.0094486097055307,Function unknown,#0000ff,,dynamin family protein
EQU24_RS00880,,183210,0.0058465600108854,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00885,trmB,183439,-0.0041282172642196,"Translation, ribosomal structure and biogenesis",#daa520,,tRNA (guanosine(46)-N7)-methyltransferase TrmB
EQU24_RS00890,thiS,184701,0.0083162841404767,Coenzyme transport and metabolism,#d3d3d3,,sulfur carrier protein ThiS
EQU24_RS00895,aroG,185693,-0.0042263971962276,Amino acid transport and metabolism,#ff0000,,3-deoxy-7-phosphoheptulonate synthase AroG
EQU24_RS00900,,187020,0.0195902707006145,Defense mechanisms,#90ee90,,ABC transporter ATP-binding protein
EQU24_RS00905,,188856,0.0005114570179788,Lipid transport and metabolism,#87cefa,,DUF389 domain-containing protein
EQU24_RS00910,,190994,-0.0063030538641311,Function unknown,#0000ff,,DUF3301 domain-containing protein
EQU24_RS00915,,191389,0.0038519992108508,Function unknown,#0000ff,,YbjQ family protein
EQU24_RS00920,,191700,0.0109472284144021,Function unknown,#0000ff,,DUF1289 domain-containing protein
EQU24_RS00925,,191951,0.0078913974035464,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00930,,192225,0.0072430917037577,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00940,,193739,0.0098645817158205,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00945,,194231,-0.0074856227634769,No COG annotation,#00bfbf,,metal-binding protein
EQU24_RS00950,,194491,0.0104147272618732,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00955,,194987,-0.0080129194532819,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00960,,195688,-0.0017609306718687,Inorganic ion transport and metabolism,#8b4513,,copper-translocating P-type ATPase
EQU24_RS00965,,198147,-0.0132870291192202,Function unknown,#0000ff,,sulfite exporter TauE/SafE family protein
EQU24_RS00970,,199529,0.0030595755770527,Lipid transport and metabolism,#87cefa,,1-acyl-sn-glycerol-3-phosphate acyltransferase
EQU24_RS00975,mepA,200438,-0.0146171039160059,Cell wall/membrane/envelope biogenesis,#c71585,,penicillin-insensitive murein endopeptidase
EQU24_RS00980,,201435,0.0082226269881338,"Translation, ribosomal structure and biogenesis",#daa520,,thiopurine S-methyltransferase
EQU24_RS00985,,202086,-0.0059814893553385,Inorganic ion transport and metabolism,#8b4513,,hypothetical protein
EQU24_RS00990,aqpZ,203431,0.0029260832167801,Carbohydrate transport and metabolism,#ffc0cb,,aquaporin Z
EQU24_RS00995,,204553,-0.0066734980159634,Function unknown,#0000ff,,DUF1311 domain-containing protein
EQU24_RS01000,,205142,-0.0035170509696477,Function unknown,#0000ff,,hypothetical protein
EQU24_RS01005,,205647,0.0299036164656843,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01010,,206479,-0.0042544751640253,Cell wall/membrane/envelope biogenesis,#c71585,,glycosyltransferase
EQU24_RS01015,,209437,0.0099154656914143,"Replication, recombination and repair",#1e90ff,,site-specific integrase
EQU24_RS01020,,210961,-0.0261569343406033,Signal transduction mechanisms,#f4a460,,DUF4325 domain-containing protein
EQU24_RS01025,,212664,0.0028079104571322,"Replication, recombination and repair",#1e90ff,,ISL3 family transposase
EQU24_RS01030,,214040,-0.0150205854708757,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01035,,214747,-0.0113060273253988,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01040,,215494,0.0123150646561674,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01050,,216585,0.0036991094024128,Transcription,#000000,,GNAT family N-acetyltransferase
EQU24_RS01055,,217427,0.0092003215341808,"Replication, recombination and repair",#1e90ff,,Tn3 family transposase
EQU24_RS01070,,221345,-0.0014194429858548,"Replication, recombination and repair",#1e90ff,,IS66 family transposase
EQU24_RS01075,,223171,-0.0069414035575904,No COG annotation,#00bfbf,,cell envelope integrity protein TolA
EQU24_RS01080,,224019,-0.0153313562136342,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01085,,224697,0.0013766453771158,Amino acid transport and metabolism,#ff0000,,lactoylglutathione lyase
EQU24_RS01090,,225375,0.0095197011217182,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01095,,225875,-0.0032020447280354,Cell motility,#da70d6,,prepilin-type N-terminal cleavage/methylation domain-containing protein
EQU24_RS01100,,226372,-0.0001994834304382,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,hypothetical protein
EQU24_RS01105,,227174,-0.0005186011328079,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01110,,228345,-0.0019318303778423,Cell motility,#da70d6,,hypothetical protein
EQU24_RS01115,,229452,-0.0005020672434324,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01120,,229638,0.0134949971830797,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01125,,229960,0.0255612785379973,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01130,,230606,0.0394573241049641,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,ATP-binding protein
EQU24_RS01135,,231558,-0.0542306332242701,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01140,,231871,0.0043732284160894,Function unknown,#0000ff,,metal-dependent hydrolase
EQU24_RS01145,,233066,0.0095329765359991,"Replication, recombination and repair",#1e90ff,,3'-5' exonuclease
EQU24_RS01150,,234038,0.2768034404267664,No COG annotation,#00bfbf,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01150,hypothetical protein
EQU24_RS01155,,234648,0.0032974020990623,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01160,,234938,-0.0037848722643992,Function unknown,#0000ff,,DUF5063 domain-containing protein
EQU24_RS01165,,235384,-0.0091995782967534,Energy production and conversion,#708090,,hypothetical protein
EQU24_RS01170,,235812,-0.0185586358468893,"Replication, recombination and repair",#1e90ff,,Y-family DNA polymerase
EQU24_RS01175,umuD,237101,0.1208227894676214,Transcription,#000000,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01175,translesion error-prone DNA polymerase V autoproteolytic subunit
EQU24_RS01180,,237974,0.0028633645906171,No COG annotation,#00bfbf,,helix-turn-helix domain-containing protein
EQU24_RS01185,,238546,-0.0117329336659408,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01190,,239936,-0.008600123590773,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01195,,240749,0.0007405676666748,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01200,,242268,-0.0073268405219599,Cell motility,#da70d6,,hypothetical protein
EQU24_RS01205,,243314,-0.0076344612106795,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01210,,243790,-0.0009534020451707,"Replication, recombination and repair",#1e90ff,,recombinase family protein
EQU24_RS01215,,244910,-0.0115916260201417,"Replication, recombination and repair",#1e90ff,,IS66 family transposase
EQU24_RS01220,,246845,-0.0075735119884801,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01225,,247260,-0.0008847403647497,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01230,,248084,0.0064990235921768,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01235,,248556,-0.0046654338658959,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01240,,249789,-0.0001971199264922,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01245,,252461,-0.0091841803552787,Function unknown,#0000ff,,helix-turn-helix domain-containing protein
EQU24_RS01250,,252981,-0.0015107101510743,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01255,,254024,-0.0135635068424251,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01260,,254824,-0.0184152179785784,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01265,,255315,0.0017014915753699,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,,hypothetical protein
EQU24_RS01270,,256108,-0.0280012650046,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS01280,,257851,-0.0107140965731326,Transcription,#000000,,"ribbon-helix-helix protein, CopG family"
EQU24_RS01285,,258433,-0.0019406652696863,"Replication, recombination and repair",#1e90ff,,DNA cytosine methyltransferase
EQU24_RS01290,,259552,-0.0084790494506709,"Replication, recombination and repair",#1e90ff,,very short patch repair endonuclease
EQU24_RS01295,,259985,-0.0011871155154466,"Replication, recombination and repair",#1e90ff,,helicase
EQU24_RS01305,,265994,-0.0139553553758313,"Replication, recombination and repair",#1e90ff,,IS66 family transposase
EQU24_RS01310,,267797,-0.0060225345254057,Defense mechanisms,#90ee90,,hypothetical protein
EQU24_RS01315,,269096,-0.0084725913797085,"Replication, recombination and repair",#1e90ff,,RNA-directed DNA polymerase
