locus,gene_weight,gene_name,gene_product,cog,operon,link
EQU24_RS21145,0.0412421592280302,,nuclear transport factor 2 family protein,S,138,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21145
EQU24_RS00155,0.0409673321725603,,hypothetical protein,-,2812,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00155
EQU24_RS18100,0.0408113469548121,,VWA domain-containing protein,S,547,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18100
EQU24_RS21900,0.0407962361654768,,biopolymer transporter ExbD,U,34,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21900
EQU24_RS21890,0.0406818726838216,,hypothetical protein,-,35,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21890
EQU24_RS00145,0.0398819101165874,,hypothetical protein,J,2812,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00145
EQU24_RS02580,0.0398557086385271,,DUF692 domain-containing protein,S,2475,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS02580
EQU24_RS16250,0.0397189986940044,,hypothetical protein,-,767,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16250
EQU24_RS05760,0.0392022274731218,,hypothetical protein,-,2108,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05760
EQU24_RS03230,0.0387760944400757,thiC,phosphomethylpyrimidine synthase ThiC,H,2402,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03230
EQU24_RS01960,0.0384733240212188,,biopolymer transporter ExbD,U,2558,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01960
EQU24_RS15155,0.0383752826053709,,DHA2 family efflux MFS transporter permease subunit,P,915,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS15155
EQU24_RS04400,0.0383253973991161,,hypothetical protein,-,2278,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS04400
EQU24_RS13790,0.0382387650635713,,peptidyl-prolyl cis-trans isomerase,O,1106,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13790
EQU24_RS08455,0.0380082996416255,urtB,urea ABC transporter permease subunit UrtB,E,1762,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08455
EQU24_RS04315,0.0378745937469065,,DNA-binding protein,S,2288,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS04315
EQU24_RS21905,0.0378628328655342,,MotA/TolQ/ExbB proton channel family protein,U,33,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21905
EQU24_RS12230,0.0378352985941669,,peptidase M15,M,1293,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12230
EQU24_RS15650,0.0375904872759087,,DUF4168 domain-containing protein,-,842,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS15650
EQU24_RS18145,0.0375518996168615,,response regulator transcription factor,K,541,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18145
EQU24_RS09155,0.0375141470363967,,hypothetical protein,-,1672,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09155
EQU24_RS00295,0.0368686518419012,,hypothetical protein,-,2788,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00295
EQU24_RS09235,0.0368400091749328,,,-,1662,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09235
EQU24_RS15125,0.0366429783775499,,,-,920,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS15125
EQU24_RS20450,0.0365435066588418,,hypothetical protein,-,237,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20450
EQU24_RS01260,0.0363852426210226,,hypothetical protein,-,2659,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01260
EQU24_RS07570,0.0358387450798373,,hypothetical protein,S,1874,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07570
EQU24_RS14315,0.0358033416917288,fae,formaldehyde-activating enzyme,S,1031,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14315
EQU24_RS08470,0.0355503519925189,urtE,urea ABC transporter ATP-binding subunit UrtE,E,1762,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08470
EQU24_RS03615,0.0354328004858412,ectB,diaminobutyrate--2-oxoglutarate transaminase,E,2354,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03615
EQU24_RS09190,0.0350327549647271,,efflux RND transporter permease subunit,V,1667,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09190
EQU24_RS18155,0.0350098555616885,,SRPBCC family protein,S,539,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18155
EQU24_RS08235,0.0348290745877478,,hypothetical protein,-,1792,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08235
EQU24_RS11505,0.0346088950953927,,hypothetical protein,-,1381,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS11505
EQU24_RS09095,0.0345909689465554,,hypothetical protein,-,1680,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09095
EQU24_RS17235,0.0344479506705169,,RnfH family protein,S,647,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17235
EQU24_RS20545,0.0340190599587304,,iron chelate uptake ABC transporter family permease subunit,P,222,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20545
EQU24_RS12110,0.0339855352382311,,GIY-YIG nuclease family protein,L,1309,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12110
EQU24_RS13620,0.0335284200178571,,hypothetical protein,-,1124,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13620
EQU24_RS13810,0.0334465175098498,,hypothetical protein,-,1102,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13810
EQU24_RS13625,0.0333514062481269,,isoprenylcysteine carboxylmethyltransferase family protein,O,1124,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13625
EQU24_RS07180,-0.0334033496335888,glnK,P-II family nitrogen regulator,K,1921,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07180
EQU24_RS12130,-0.0334091346997518,,hypothetical protein,S,1307,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12130
EQU24_RS14665,-0.0334792965025515,,hypothetical protein,S,982,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14665
EQU24_RS18590,-0.0339221273295639,,transposase,L,484,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18590
EQU24_RS04110,-0.0339523209619172,,type II toxin-antitoxin system HicB family antitoxin,S,2314,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS04110
EQU24_RS05455,-0.034158323341243,,hypothetical protein,-,2149,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05455
EQU24_RS14890,-0.0342701876344955,ureA,urease subunit gamma,E,950,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14890
EQU24_RS06380,-0.0343393136369661,,hypothetical protein,-,2025,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS06380
EQU24_RS21465,-0.0345157951462043,,methyl-accepting chemotaxis protein,N,89,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21465
EQU24_RS12120,-0.0345711859718391,,hypothetical protein,-,1308,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12120
EQU24_RS10990,-0.0350738157238184,,hypothetical protein,-,1456,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10990
EQU24_RS00725,-0.0351683799227458,,JAB domain-containing protein,E,2730,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00725
EQU24_RS21700,-0.0357033045687409,,rubredoxin,C,55,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21700
EQU24_RS07060,-0.0357270965194776,,hypothetical protein,C,1934,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07060
EQU24_RS19160,-0.0357867192082314,,TonB-dependent receptor,P,406,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS19160
EQU24_RS01550,-0.0359706417350989,pssA,CDP-diacylglycerol--serine O-phosphatidyltransferase,I,2617,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01550
EQU24_RS19210,-0.0366369551549957,,hypothetical protein,-,397,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS19210
EQU24_RS12965,-0.036845289067491,,hypothetical protein,S,1209,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12965
EQU24_RS16945,-0.0369276723353748,,GTP-binding protein,S,687,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16945
EQU24_RS01530,-0.0369643872458429,,hypothetical protein,S,2620,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01530
EQU24_RS00240,-0.0374016729003424,,hypothetical protein,-,2798,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00240
EQU24_RS21695,-0.0377736506464662,,hypothetical protein,-,56,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21695
EQU24_RS16035,-0.0384090188709542,,Flp family type IVb pilin,U,799,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16035
EQU24_RS13335,-0.0396221444247303,,hypothetical protein,-,1157,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13335
EQU24_RS20990,-0.0399085385942192,,Rsd/AlgQ family anti-sigma factor,K,153,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20990
EQU24_RS10725,-0.0399969627454823,,NAD(P)/FAD-dependent oxidoreductase,S,1482,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10725
EQU24_RS16415,-0.0408430414273762,,hypothetical protein,-,746,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16415
EQU24_RS10720,-0.0409901946317742,,DUF1641 domain-containing protein,S,1482,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10720
EQU24_RS20585,-0.041211291363554,,TonB-dependent hemoglobin/transferrin/lactoferrin family receptor,P,217,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20585
EQU24_RS04275,-0.0413305663919852,,pilin,N,2294,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS04275
EQU24_RS01760,-0.0414490963253756,cydX,cytochrome bd-I oxidase subunit CydX,S,2591,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01760
EQU24_RS21450,-0.0420482363440081,,chemotaxis protein CheA,N,91,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21450
EQU24_RS21810,-0.0423772517840976,,XRE family transcriptional regulator,K,44,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21810
EQU24_RS20110,-0.0424340613395251,,response regulator,T,281,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20110
EQU24_RS14140,-0.0425698346037502,,bacteriohemerythrin,P,1053,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14140
EQU24_RS19520,-0.0426626535016914,,type II secretion system protein,-,356,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS19520
EQU24_RS14750,-0.043503625092969,,DUF883 family protein,S,967,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14750
EQU24_RS10700,-0.0436015908837506,,hypothetical protein,-,1486,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10700
EQU24_RS15745,-0.0439321950609712,,cold-shock protein,K,828,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS15745
EQU24_RS12835,-0.0442517064793999,,prepilin-type N-terminal cleavage/methylation domain-containing protein,N,1220,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12835
EQU24_RS17560,-0.0443887157554591,,MoaD/ThiS family protein,H,606,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17560
EQU24_RS17210,-0.0445428402619165,,2Fe-2S iron-sulfur cluster binding domain-containing protein,C,651,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17210
EQU24_RS13560,-0.0449217312387766,,hypothetical protein,-,1133,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13560
EQU24_RS03455,-0.045564841285733,,hypothetical protein,-,2375,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03455
EQU24_RS17470,-0.0456799320446808,,NYN domain-containing protein,S,620,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17470
EQU24_RS18190,-0.0458867619313762,,hypothetical protein,-,534,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18190
EQU24_RS18130,-0.046710265911386,moxG,"cytochrome c(L), periplasmic",C,543,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18130
EQU24_RS05640,-0.0467786291432956,,,-,2123,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05640
EQU24_RS21435,-0.0479555433636416,,hypothetical protein,N,92,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21435
EQU24_RS19765,-0.0492006801950651,,,-,328,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS19765
EQU24_RS16025,-0.049330690014733,,pilus assembly protein,U,800,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16025
EQU24_RS13720,-0.0496338395971671,,metalloregulator ArsR/SmtB family transcription factor,K,1110,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13720
EQU24_RS21445,-0.050500795068925,,STAS domain-containing protein,T,91,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21445
EQU24_RS16030,-0.050817145261362,,hypothetical protein,O,800,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16030
EQU24_RS03580,-0.0510976565555726,,SulP family inorganic anion transporter,P,2359,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03580
EQU24_RS01305,-0.051626241038466,,IS66 family transposase,L,2653,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01305
EQU24_RS10735,-0.0518130879813628,,DUF4242 domain-containing protein,S,1481,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10735
EQU24_RS18135,-0.0551226184861358,moxJ,methanol oxidation system protein MoxJ,E,543,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18135
EQU24_RS19655,-0.0551715770960516,,IS66 family transposase,L,336,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS19655
EQU24_RS21440,-0.0559986970819886,,response regulator,T,92,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21440
EQU24_RS01245,-0.0565509476372826,,helix-turn-helix domain-containing protein,S,2661,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01245
EQU24_RS20105,-0.0571726305179924,,response regulator,T,281,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20105
EQU24_RS06225,-0.0626076242235844,,hypothetical protein,-,2046,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS06225
EQU24_RS05635,-0.0631527816700807,,,-,2123,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05635
EQU24_RS18125,-0.064032712938764,,methanol dehydrogenase,M,543,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18125
EQU24_RS18390,-0.0683567301768501,,transposase,L,506,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18390
EQU24_RS21430,-0.0687744668844268,,response regulator transcription factor,-,92,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21430
EQU24_RS12090,-0.0782911244750126,,hypothetical protein,-,1313,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12090
EQU24_RS18140,-0.1025327498690857,,"PQQ-dependent dehydrogenase, methanol/ethanol family",G,542,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18140
