locus,gene_weight,gene_name,gene_product,cog,operon,specific_gos_n,link
EQU24_RS01135,0.0410731885347675,,hypothetical protein,No COG annotation,2673,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01135
EQU24_RS13335,0.0401928498818162,,hypothetical protein,No COG annotation,1157,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13335
EQU24_RS21615,0.0399511478044975,,hypothetical protein,No COG annotation,71,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21615
EQU24_RS07635,0.0399178622650404,,aminotransferase class V-fold PLP-dependent enzyme,Amino acid transport and metabolism,1867,"cysteine desulfurase activity
[2Fe-2S] cluster assembly
2 iron, 2 sulfur cluster binding
metal ion binding
pyridoxal phosphate binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07635
EQU24_RS16505,0.0393323627064214,,hypothetical protein,No COG annotation,735,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16505
EQU24_RS14960,0.039111948673102,,transposase,"Replication, recombination and repair",942,"DNA binding
transposase activity
transposition, DNA-mediated",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14960
EQU24_RS09235,0.0386032268573541,,,No COG annotation,1662,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09235
EQU24_RS13510,-0.0386760054304479,,plasmid stabilization protein,Function unknown,1138,"endonuclease activity
nucleic acid phosphodiester bond hydrolysis",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13510
EQU24_RS17020,-0.0387852605175618,,DUF3530 family protein,"Secondary metabolites biosynthesis, transport, and catabolism",675,hydrolase activity,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17020
EQU24_RS16575,-0.0393938384037521,,,No COG annotation,724,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16575
EQU24_RS08320,-0.0394537175114801,,2OG-Fe(II) oxygenase,"Post-translational modification, protein turnover, and chaperones",1781,"iron ion binding
oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
L-ascorbic acid binding
",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08320
EQU24_RS20910,-0.0400063386162483,,hypothetical protein,Function unknown,165,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20910
EQU24_RS06380,-0.0404867783418318,,hypothetical protein,No COG annotation,2025,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS06380
EQU24_RS03370,-0.0405800232225011,yacG,DNA gyrase inhibitor YacG,Function unknown,2386,"regulation of transcription, DNA-templated
zinc ion binding
negative regulation of DNA topoisomerase (ATP-hydrolyzing) activity
negative regulation of hydrolase activity
transition metal ion binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03370
EQU24_RS16930,-0.040649595091836,hisI,phosphoribosyl-AMP cyclohydrolase,Amino acid transport and metabolism,688,"phosphoribosyl-AMP cyclohydrolase activity
zinc ion binding
magnesium ion binding
histidine biosynthetic process
cytoplasm",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16930
EQU24_RS17385,-0.0409397014942815,,hypothetical protein,No COG annotation,630,"metalloendopeptidase activity
proteolysis
peptidase activity
integral component of membrane
membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17385
EQU24_RS09685,-0.0411383661103255,,,No COG annotation,1600,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09685
EQU24_RS00200,-0.0411687525252807,,hypothetical protein,No COG annotation,2804,"endonuclease activity
nucleic acid phosphodiester bond hydrolysis",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00200
EQU24_RS11585,-0.0414684572494656,,hypothetical protein,No COG annotation,1370,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS11585
EQU24_RS14850,-0.0414806760999225,,NUDIX hydrolase,Nucleotide transport and metabolism,953,"thiamine-diphosphatase activity
nucleoside-triphosphatase activity
nucleoside-diphosphatase activity
pyrophosphatase activity
hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14850
EQU24_RS14365,-0.0416594771962868,,(d)CMP kinase,Nucleotide transport and metabolism,1023,"nucleotide biosynthetic process
cytidylate kinase activity
nucleotide phosphorylation
monocarboxylic acid metabolic process
monocarboxylic acid biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14365
EQU24_RS00180,-0.0416820219149479,,ISAzo13 family transposase,"Replication, recombination and repair",2807,DNA binding,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00180
EQU24_RS07960,-0.0418125831959894,,,No COG annotation,1830,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07960
EQU24_RS10330,-0.041822321248732,,methyltransferase domain-containing protein,"Secondary metabolites biosynthesis, transport, and catabolism",1522,"methyltransferase activity
methylation",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10330
EQU24_RS22045,-0.0419650127999969,,cyclic nucleotide-binding domain-containing protein,Transcription,13,"regulation of transcription, DNA-templated
DNA binding
DNA-binding transcription factor activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS22045
EQU24_RS10360,-0.042059827888733,pabC,aminodeoxychorismate lyase,Amino acid transport and metabolism,1520,"folic acid biosynthetic process
4-amino-4-deoxychorismate lyase activity
carboxylic acid metabolic process
folic acid-containing compound metabolic process
pteridine-containing compound metabolic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10360
EQU24_RS16055,-0.0424229499796791,,cold-shock protein,Transcription,795,"DNA binding
integral component of membrane
cytoplasm",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16055
EQU24_RS17305,-0.042800348124993,,4Fe-4S dicluster domain-containing protein,Energy production and conversion,639,iron-sulfur cluster binding,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17305
EQU24_RS17280,-0.0436258308757046,,NAD(+)--dinitrogen-reductase ADP-D-ribosyltransferase,Coenzyme transport and metabolism,642,"NAD+-dinitrogen-reductase ADP-D-ribosyltransferase activity
nitrogen fixation",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17280
EQU24_RS15165,-0.0436591813595053,,HlyD family efflux transporter periplasmic adaptor subunit,Defense mechanisms,915,"intrinsic component of periplasmic side of plasma membrane
intrinsic component of external side of plasma membrane
cellular response to DNA damage stimulus
periplasmic side of plasma membrane
cellular response to stress",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS15165
EQU24_RS01495,-0.0446059087379219,,hypothetical protein,No COG annotation,2626,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01495
EQU24_RS20675,-0.0450529005035625,,hypothetical protein,No COG annotation,203,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20675
EQU24_RS17490,-0.0451651673606433,,transposase,No COG annotation,616,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17490
EQU24_RS05635,-0.0455238414282442,,,No COG annotation,2123,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05635
EQU24_RS17310,-0.045944226629666,,hypothetical protein,No COG annotation,638,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17310
EQU24_RS19980,-0.0461331673365885,,hypothetical protein,No COG annotation,296,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS19980
EQU24_RS05350,-0.0469366072794295,,DUF29 domain-containing protein,Signal transduction mechanisms,2162,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05350
EQU24_RS10060,-0.0470047542876201,,GNAT family N-acetyltransferase,Lipid transport and metabolism,1553,N-acetyltransferase activity,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10060
EQU24_RS01390,-0.0470381474601643,,hypothetical protein,No COG annotation,2642,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01390
EQU24_RS21680,-0.048317373962395,,hypothetical protein,No COG annotation,58,"nitrogen fixation
integral component of membrane
hydrolase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21680
EQU24_RS20820,-0.0485221476815791,,hypothetical protein,No COG annotation,181,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20820
EQU24_RS14130,-0.04916989658299,coxB,cytochrome c oxidase subunit II,Energy production and conversion,1055,"purine ribonucleoside monophosphate metabolic process
purine ribonucleoside triphosphate metabolic process
purine nucleoside triphosphate metabolic process
ATP synthesis coupled electron transport
purine ribonucleotide metabolic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14130
EQU24_RS08100,-0.0493696548330194,,helix-turn-helix domain-containing protein,No COG annotation,1810,DNA binding,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08100
EQU24_RS17420,-0.0502318025638232,,hypothetical protein,Function unknown,626,nitrogen fixation,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17420
EQU24_RS07965,-0.0510918979468274,,,No COG annotation,1830,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07965
EQU24_RS16245,-0.0512852308397574,,hypothetical protein,No COG annotation,768,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16245
EQU24_RS04315,-0.0515641827118316,,DNA-binding protein,Function unknown,2288,"regulation of transcription, DNA-templated
DNA binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS04315
EQU24_RS17315,-0.0516981261094541,,hypothetical protein,Function unknown,638,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17315
EQU24_RS08980,-0.051901810431561,,hypothetical protein,No COG annotation,1693,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08980
EQU24_RS00295,-0.0520274999694019,,hypothetical protein,No COG annotation,2788,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00295
EQU24_RS10680,-0.0530841113058595,,IS4 family transposase,"Replication, recombination and repair",1488,"DNA binding
transposase activity
transposition, DNA-mediated
integral component of membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10680
EQU24_RS07955,-0.0535793473291088,,,No COG annotation,1830,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07955
EQU24_RS03595,-0.0537464810740945,,glycosyltransferase family 4 protein,Cell wall/membrane/envelope biogenesis,2357,transferase activity,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03595
EQU24_RS13045,-0.0546040300858611,,ISNCY family transposase,"Replication, recombination and repair",1195,"DNA binding
transposase activity
transposition, DNA-mediated
integral component of membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13045
EQU24_RS05390,-0.0553143875349472,,hypothetical protein,No COG annotation,2159,"integral component of membrane
membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05390
EQU24_RS17700,-0.0555093826031416,,IS66 family transposase,"Replication, recombination and repair",589,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17700
EQU24_RS17995,-0.0563700912914515,,hypothetical protein,Function unknown,560,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17995
EQU24_RS18480,-0.056607513498436,,IS66 family transposase,"Replication, recombination and repair",495,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18480
EQU24_RS16305,-0.0583765338168573,,,No COG annotation,758,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16305
EQU24_RS15160,-0.0587692315822751,,efflux transporter outer membrane subunit,Cell wall/membrane/envelope biogenesis,915,"amide transport
nitrogen compound transport
sulfathiazole transmembrane transporter activity
sulfathiazole transmembrane transport
organic substance transport",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS15160
EQU24_RS04225,-0.0593797646321822,,hypothetical protein,No COG annotation,2302,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS04225
EQU24_RS13705,-0.0595802003637948,,hypothetical protein,No COG annotation,1111,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13705
EQU24_RS15150,-0.0600993636850566,,hypothetical protein,No COG annotation,916,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS15150
EQU24_RS07375,-0.0608489210622463,,,No COG annotation,1895,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07375
EQU24_RS20980,-0.0641652657357417,,ISAs1 family transposase,"Replication, recombination and repair",155,"DNA binding
transposase activity
transposition, DNA-mediated",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20980
EQU24_RS17505,-0.0661519104808871,,hypothetical protein,No COG annotation,613,"integral component of membrane
membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17505
EQU24_RS20360,-0.0680643450507319,,hypothetical protein,Function unknown,246,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20360
EQU24_RS11895,-0.069244143805883,,RNA polymerase sigma factor,Transcription,1332,"regulation of DNA-templated transcription, initiation
DNA binding
sigma factor activity
DNA-binding transcription factor activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS11895
EQU24_RS03770,-0.071756436541759,,,No COG annotation,2338,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03770
EQU24_RS17510,-0.0775797255803236,,,No COG annotation,612,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17510
EQU24_RS06320,-0.0776612186258709,,,No COG annotation,2034,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS06320
EQU24_RS10780,-0.0794801617967891,,,No COG annotation,1474,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10780
EQU24_RS15125,-0.0833611403450135,,,No COG annotation,920,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS15125
EQU24_RS15155,-0.0838875290270458,,DHA2 family efflux MFS transporter permease subunit,Inorganic ion transport and metabolism,915,"plasma membrane
integral component of membrane
transmembrane transporter activity
transmembrane transport",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS15155
EQU24_RS00185,-0.0849669216079725,,hypothetical protein,"Replication, recombination and repair",2806,"DNA binding
transposase activity
transposition, DNA-mediated",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00185
EQU24_RS06200,-0.0898786528757431,,transposase,"Replication, recombination and repair",2051,"DNA binding
transposase activity
transposition, DNA-mediated",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS06200
EQU24_RS18545,-0.0944328891399633,,,No COG annotation,489,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18545
EQU24_RS02110,-0.094834593501009,,,No COG annotation,2539,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS02110
EQU24_RS10775,-0.0956524913388713,,tyrosine-type recombinase/integrase,"Replication, recombination and repair",1475,"DNA recombination
prophage integrase activity
DNA integration
DNA metabolic process
DNA strand exchange activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10775
EQU24_RS16040,-0.0971595438711129,,ISNCY family transposase,"Replication, recombination and repair",798,"DNA binding
transposase activity
transposition, DNA-mediated
integral component of membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16040
EQU24_RS18555,-0.1021348123915793,,,No COG annotation,489,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18555
EQU24_RS20230,-0.1152537777331925,,ISAzo13 family transposase,"Replication, recombination and repair",262,DNA binding,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20230
EQU24_RS18550,-0.1247699748286661,,,No COG annotation,489,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18550
