locus,gene_weight,gene_name,gene_product,cog,operon,specific_gos_n,link
EQU24_RS14910,0.0872354358893909,,ABC transporter ATP-binding protein,Amino acid transport and metabolism,948,"ATP hydrolysis activity
ATP binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14910
EQU24_RS12645,0.0869315404289233,,nitrate reductase,Energy production and conversion,1243,"4 iron, 4 sulfur cluster binding
metal ion binding
nitrate reductase activity
nitrate assimilation
molybdopterin cofactor binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12645
EQU24_RS14885,0.0825658960855718,,urease subunit beta,Amino acid transport and metabolism,950,"urease activity
hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides
urea catabolic process
hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds
cytoplasm",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14885
EQU24_RS14895,0.0816578970570311,,urease accessory protein UreD,"Post-translational modification, protein turnover, and chaperones",950,"nickel cation binding
nitrogen compound metabolic process
cytoplasm",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14895
EQU24_RS17270,0.0799712470188536,nifL,nitrogen fixation negative regulator NifL,Transcription,643,"peptidyl-histidine phosphorylation
ATP binding
protein histidine kinase activity
nitrogen fixation
signal transduction",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17270
EQU24_RS03420,0.0768052713986112,,circularly permuted type 2 ATP-grasp protein,Function unknown,2382,"plasma membrane
cell periphery
membrane
cellular_component
",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03420
EQU24_RS07165,0.0760767139233548,,ammonium transporter,Inorganic ion transport and metabolism,1923,"ammonium transmembrane transporter activity
ammonium transmembrane transport
integral component of membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07165
EQU24_RS14900,0.0728221432399933,,HupE/UreJ family protein,"Post-translational modification, protein turnover, and chaperones",950,"plasma membrane
integral component of membrane
cell periphery
membrane
cellular_component",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14900
EQU24_RS14890,0.0717627705346728,ureA,urease subunit gamma,Amino acid transport and metabolism,950,"nickel cation binding
urease activity
urea catabolic process
cytoplasm",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14890
EQU24_RS07240,0.0700898866424583,,DUF2934 domain-containing protein,Lipid transport and metabolism,1914,"iron ion binding
lipid biosynthetic process
integral component of membrane
oxidoreductase activity
",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07240
EQU24_RS08985,0.0693565261509822,nirB,nitrite reductase large subunit,Energy production and conversion,1692,"nitrite reductase [NAD(P)H] activity
heme binding
NADP binding
4 iron, 4 sulfur cluster binding
metal ion binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08985
EQU24_RS12805,0.069235914687316,,IS4 family transposase,"Replication, recombination and repair",1225,"DNA binding
transposase activity
transposition, DNA-mediated
integral component of membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12805
EQU24_RS05720,0.0673664907096553,,SulP family inorganic anion transporter,"Intracellular trafficking, secretion, and vesicular transport",2113,"sulfate transmembrane transport
bicarbonate transport
bicarbonate transmembrane transporter activity
secondary active sulfate transmembrane transporter activity
organic anion transmembrane transporter activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05720
EQU24_RS07170,0.0657520027617461,,P-II family nitrogen regulator,Transcription,1922,"regulation of catalytic activity
regulation of nitrogen utilization
enzyme regulator activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07170
EQU24_RS08990,0.0653824278758107,nirD,nitrite reductase small subunit NirD,Inorganic ion transport and metabolism,1692,"anaerobic respiration
nitrite reductase [NAD(P)H] activity
cellular respiration
energy derivation by oxidation of organic compounds
nitrite reductase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08990
EQU24_RS03415,0.0626063863586703,,transglutaminase family protein,Amino acid transport and metabolism,2382,"proteolysis
peptidase activity
plasma membrane
cell periphery
membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03415
EQU24_RS08995,0.0622341971811034,,PhzF family phenazine biosynthesis protein,Function unknown,1692,"isomerase activity
biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08995
EQU24_RS17155,0.0600888102651808,,NifX-associated nitrogen fixation protein,Function unknown,658,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17155
EQU24_RS03580,0.0599968376739387,,SulP family inorganic anion transporter,Inorganic ion transport and metabolism,2359,"sulfate transmembrane transport
secondary active sulfate transmembrane transporter activity
integral component of membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03580
EQU24_RS08980,0.0591803928222618,,hypothetical protein,No COG annotation,1693,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08980
EQU24_RS16200,0.0591629485746443,,EAL domain-containing protein,Signal transduction mechanisms,774,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16200
EQU24_RS07870,0.0574842543682188,,alpha-amylase,Carbohydrate transport and metabolism,1840,"sucrose phosphorylase activity
carbohydrate metabolic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07870
EQU24_RS14875,0.0574012826038187,ureE,urease accessory protein UreE,"Post-translational modification, protein turnover, and chaperones",950,"nickel cation binding
protein-containing complex assembly
urea metabolic process
unfolded protein binding
cytoplasm",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14875
EQU24_RS17160,0.0565226569469398,,nitrogen fixation protein NifX,Function unknown,657,"nitrogen fixation
metal cluster binding
",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17160
EQU24_RS00940,-0.0598039765112984,,hypothetical protein,No COG annotation,2704,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00940
EQU24_RS10735,-0.0748379285622807,,DUF4242 domain-containing protein,Function unknown,1481,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10735
