locus,gene_weight,gene_name,gene_product,cog,operon,specific_gos_n,link
EQU24_RS14505,-0.0398034830525027,,hypothetical protein,Function unknown,1009,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14505
EQU24_RS10630,-0.0400162579079815,,hypothetical protein,No COG annotation,1492,"biological_process
cellular_component
molecular_function",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10630
EQU24_RS00525,-0.040331342896546,,,No COG annotation,2760,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00525
EQU24_RS14765,-0.0404188835991339,,hypothetical protein,Function unknown,965,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14765
EQU24_RS14750,-0.0405871756415745,,DUF883 family protein,Function unknown,967,"ribosome binding
integral component of membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14750
EQU24_RS04745,-0.0407916497983728,,hypothetical protein,No COG annotation,2233,"peptidyl-histidine phosphorylation
ATP binding
phosphorelay signal transduction system
integral component of membrane
phosphorelay sensor kinase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS04745
EQU24_RS20770,-0.0413589977459532,,hypothetical protein,No COG annotation,190,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20770
EQU24_RS20040,-0.0413931267927733,,TIGR03790 family protein,Function unknown,287,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20040
EQU24_RS07995,-0.0414464759968902,,IS3 family transposase,"Replication, recombination and repair",1825,"DNA integration
sequence-specific DNA binding
transposition",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07995
EQU24_RS16060,-0.0421860929067611,,hypothetical protein,No COG annotation,794,hydrolase activity,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16060
EQU24_RS19155,-0.0431478131356545,,DUF2182 domain-containing protein,Function unknown,407,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS19155
EQU24_RS01440,-0.0432041912764682,,hypothetical protein,No COG annotation,2632,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01440
EQU24_RS06205,-0.0436493888270666,,hypothetical protein,No COG annotation,2050,"phosphorelay signal transduction system
integral component of membrane
signal transduction
phosphorelay sensor kinase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS06205
EQU24_RS12395,-0.0438014698917552,,acyl-CoA thioesterase,Function unknown,1273,hydrolase activity,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12395
EQU24_RS17225,-0.0447230995986377,,ferredoxin,Energy production and conversion,649,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17225
EQU24_RS01385,-0.045252597071904,lexA,transcriptional repressor LexA,Transcription,309,"positive regulation of nucleic acid-templated transcription
negative regulation of nucleic acid-templated transcription
positive regulation of transcription, DNA-templated
negative regulation of cellular macromolecule biosynthetic process
negative regulation of transcription, DNA-templated",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01385
EQU24_RS08170,-0.0453354448073583,,peroxiredoxin,"Post-translational modification, protein turnover, and chaperones",1800,"cellular oxidant detoxification
cell redox homeostasis
peroxidase activity
peroxiredoxin activity
",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08170
EQU24_RS15740,-0.0461194435067854,,hypothetical protein,No COG annotation,829,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS15740
EQU24_RS09235,-0.0461630566592927,,,No COG annotation,1662,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09235
EQU24_RS20590,-0.0463325025504776,,hypothetical protein,No COG annotation,216,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20590
EQU24_RS01245,-0.0482742191640408,,helix-turn-helix domain-containing protein,Function unknown,2661,DNA binding,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01245
EQU24_RS17160,-0.0484214650940731,,nitrogen fixation protein NifX,Function unknown,657,"nitrogen fixation
metal cluster binding
",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17160
EQU24_RS09155,-0.0532173623703186,,hypothetical protein,No COG annotation,1672,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09155
EQU24_RS21260,-0.0554960576129931,,hypothetical protein,No COG annotation,120,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21260
EQU24_RS06320,-0.0573509160822613,,,No COG annotation,2034,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS06320
EQU24_RS01150,-0.0581930718365091,,hypothetical protein,No COG annotation,2671,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01150
EQU24_RS17310,-0.0581986384347656,,hypothetical protein,No COG annotation,638,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17310
EQU24_RS14755,-0.0614931126612939,,hemerythrin domain-containing protein,Function unknown,966,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14755
EQU24_RS01435,-0.0618618608541824,,hypothetical protein,No COG annotation,2633,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01435
EQU24_RS03580,-0.0639870686749308,,SulP family inorganic anion transporter,Inorganic ion transport and metabolism,2359,"sulfate transmembrane transport
secondary active sulfate transmembrane transporter activity
integral component of membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03580
EQU24_RS00250,-0.0685489136711039,,hypothetical protein,No COG annotation,2796,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00250
EQU24_RS12460,-0.0702663959989611,,,No COG annotation,1264,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12460
EQU24_RS14655,-0.084571421703075,,hypothetical protein,No COG annotation,982,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14655
EQU24_RS13975,-0.1506066827568594,,,No COG annotation,1076,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13975
