locus,gene_weight,gene_name,gene_product,cog,operon,specific_gos_n,link
EQU24_RS00505,0.0509594265772453,rpsU,30S ribosomal protein S21,"Translation, ribosomal structure and biogenesis",2762,"ribosomal small subunit assembly
ribosome assembly
cytosolic ribosome
ribonucleoprotein complex assembly
ribosome biogenesis",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00505
EQU24_RS10305,0.0505133015677305,fae,formaldehyde-activating enzyme,Function unknown,1031,"hexulose-6-phosphate synthase activity
carbohydrate biosynthetic process
carbon-nitrogen lyase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10305
EQU24_RS18550,0.0502009060471151,,,No COG annotation,489,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18550
EQU24_RS20650,0.0500040455448267,,,No COG annotation,207,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20650
EQU24_RS01215,0.0497097405392518,,IS66 family transposase,"Replication, recombination and repair",2664,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01215
EQU24_RS13725,0.0494723750333433,,type II toxin-antitoxin system VapB family antitoxin,Transcription,1109,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13725
EQU24_RS13640,0.0483418778116232,,hypothetical protein,No COG annotation,1121,"biological_process
cellular_component
molecular_function",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13640
EQU24_RS12250,0.0482849406741787,,4-hydroxy-tetrahydrodipicolinate synthase,Amino acid transport and metabolism,1290,"lysine biosynthetic process via diaminopimelate
diaminopimelate metabolic process
diaminopimelate biosynthetic process
lysine biosynthetic process
dicarboxylic acid biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12250
EQU24_RS18790,0.0477732244850581,,CBS domain-containing protein,Function unknown,455,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18790
EQU24_RS04255,0.0476512685668801,rpmE,50S ribosomal protein L31,"Translation, ribosomal structure and biogenesis",2297,"zinc ion binding
cytosolic ribosome
translation
amide biosynthetic process
rRNA binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS04255
EQU24_RS07445,0.0475938914599038,,DUF4007 family protein,Function unknown,1889,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07445
EQU24_RS19130,0.0474323853102862,ispB,octaprenyl diphosphate synthase,Coenzyme transport and metabolism,410,"ubiquinone biosynthetic process
quinone biosynthetic process
ubiquinone metabolic process
polyprenol biosynthetic process
quinone metabolic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS19130
EQU24_RS13170,0.0468756898227906,,SRPBCC family protein,Function unknown,1176,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13170
EQU24_RS09585,0.0467778454344538,,sulfurtransferase TusA family protein,"Post-translational modification, protein turnover, and chaperones",1614,transferase activity,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09585
EQU24_RS00075,0.0465594113585295,tatB,twin-arginine translocase subunit TatB,"Intracellular trafficking, secretion, and vesicular transport",2822,"peptide transport
amide transport
organic substance transport
nitrogen compound transport
protein transport by the Tat complex",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00075
EQU24_RS13885,0.0461885579003509,,(2Fe-2S)-binding protein,Inorganic ion transport and metabolism,1090,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13885
EQU24_RS08105,0.0459814807774619,,hypothetical protein,No COG annotation,1809,"integral component of membrane
membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08105
EQU24_RS09400,0.0459751583598825,,LysR family transcriptional regulator,Inorganic ion transport and metabolism,1642,"regulation of transcription, DNA-templated
DNA-binding transcription factor activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09400
EQU24_RS00510,0.0458976558647923,,GatB/YqeY domain-containing protein,Function unknown,2762,"carbon-nitrogen ligase activity, with glutamine as amido-N-donor
transferase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00510
EQU24_RS17895,0.045143470151711,,acetoacetyl-CoA synthase,Function unknown,571,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17895
EQU24_RS03770,0.0450178118186813,,,No COG annotation,2338,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03770
EQU24_RS10785,0.0445725942916776,ychF,redox-regulated ATPase YchF,"Translation, ribosomal structure and biogenesis",1473,"ATP hydrolysis activity
nucleoside-triphosphatase activity
ATP binding
GTP binding
pyrophosphatase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10785
EQU24_RS10140,0.0445328744855817,,pyrimidine/purine nucleoside phosphorylase,Function unknown,1543,"thymidine phosphorylase activity
uridine phosphorylase activity
pyrimidine-nucleoside phosphorylase activity
purine-nucleoside phosphorylase activity
guanosine phosphorylase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10140
EQU24_RS06315,0.0445310817911257,,hypothetical protein,Function unknown,2035,hydrolase activity,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS06315
EQU24_RS01165,0.0443560871287525,,hypothetical protein,Energy production and conversion,2669,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01165
EQU24_RS18925,0.044152245908952,,hypothetical protein,No COG annotation,439,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18925
EQU24_RS10430,0.043910880816299,folE,GTP cyclohydrolase I FolE,Nucleotide transport and metabolism,1512,"GTP cyclohydrolase I activity
tetrahydrofolate biosynthetic process
GTP cyclohydrolase activity
zinc ion binding
tetrahydrobiopterin biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10430
EQU24_RS05225,0.0428769661843275,rimP,ribosome maturation factor RimP,"Translation, ribosomal structure and biogenesis",2175,"ribosomal small subunit assembly
ribosome assembly
ribonucleoprotein complex assembly
organelle assembly
protein-containing complex assembly",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05225
EQU24_RS16440,0.0425738458397232,,WGR domain-containing protein,Function unknown,742,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16440
EQU24_RS03665,0.0419527599491695,,DUF493 domain-containing protein,Function unknown,2346,"cytoplasm
intracellular anatomical structure
cytosol
cellular_component
",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03665
EQU24_RS03850,0.0416603637388898,rpsL,30S ribosomal protein S12,"Translation, ribosomal structure and biogenesis",2330,"Group I intron splicing
RNA splicing, via transesterification reactions with guanosine as nucleophile
RNA splicing, via transesterification reactions
RNA splicing
positive regulation of RNA splicing",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03850
EQU24_RS03155,0.0415986625193853,,ATP-binding cassette domain-containing protein,"Secondary metabolites biosynthesis, transport, and catabolism",2408,"ATP hydrolysis activity
nucleoside-triphosphatase activity
adenyl ribonucleotide binding
adenyl nucleotide binding
pyrophosphatase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03155
EQU24_RS09480,0.0415572530800488,carA,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit,Nucleotide transport and metabolism,1630,"'de novo' UMP biosynthetic process
arginine biosynthetic process
'de novo' pyrimidine nucleobase biosynthetic process
pyrimidine ribonucleotide biosynthetic process
pyrimidine nucleobase biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09480
EQU24_RS16435,0.0409949195743883,,hypothetical protein,No COG annotation,742,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16435
EQU24_RS17265,0.0409239506143409,rsxA,electron transport complex subunit RsxA,Energy production and conversion,644,"electron transport chain
plasma membrane
integral component of membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17265
EQU24_RS10080,0.040883707723607,,Fur family transcriptional regulator,Inorganic ion transport and metabolism,1549,"positive regulation of nucleic acid-templated transcription
negative regulation of nucleic acid-templated transcription
negative regulation of RNA biosynthetic process
negative regulation of transcription, DNA-templated
negative regulation of cellular macromolecule biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10080
EQU24_RS03765,0.0405630463318223,ispE,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,Nucleotide transport and metabolism,2338,"adenyl ribonucleotide binding
terpenoid biosynthetic process
ATP binding
adenyl nucleotide binding
phosphorylation",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03765
EQU24_RS02300,0.0401193400714078,,copper resistance protein NlpE,Cell wall/membrane/envelope biogenesis,2517,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS02300
EQU24_RS05640,0.0399450638385359,,,No COG annotation,2123,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05640
EQU24_RS12075,0.0398507863900263,,2-isopropylmalate synthase,Amino acid transport and metabolism,1315,"leucine biosynthetic process
2-isopropylmalate synthase activity
(R)-citramalate synthase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12075
EQU24_RS05385,0.039816093359473,,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,Amino acid transport and metabolism,2160,"threonine-phosphate decarboxylase activity
transaminase activity
pyridoxal phosphate binding
biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05385
EQU24_RS12325,0.0393751190532057,,flagellar protein FhlB,Function unknown,1281,"protein secretion
membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12325
EQU24_RS09515,0.0393320628279708,,triose-phosphate isomerase,Carbohydrate transport and metabolism,1624,"purine ribonucleoside triphosphate biosynthetic process
purine ribonucleoside monophosphate biosynthetic process
purine ribonucleoside monophosphate metabolic process
ribonucleoside triphosphate biosynthetic process
purine ribonucleoside triphosphate metabolic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09515
EQU24_RS18795,0.0390757872219855,,DUF1415 domain-containing protein,Function unknown,455,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18795
EQU24_RS12120,0.0389772522363183,,hypothetical protein,No COG annotation,1308,"methyltransferase activity
integral component of membrane
methylation",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12120
EQU24_RS01895,0.0384343706651978,,sigma-70 family RNA polymerase sigma factor,Transcription,2568,"regulation of DNA-templated transcription, initiation
DNA binding
sigma factor activity
DNA-binding transcription factor activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01895
EQU24_RS16355,0.0383088823159735,,hypothetical protein,No COG annotation,757,"regulation of transcription, DNA-templated",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16355
EQU24_RS19515,0.0381952116309453,,hypothetical protein,No COG annotation,357,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS19515
EQU24_RS17820,0.0376118321348078,groL,chaperonin GroEL,"Post-translational modification, protein turnover, and chaperones",582,"positive regulation of NIK/NF-kappaB signaling
ATP hydrolysis activity
host intracellular membrane-bounded organelle
positive regulation of intracellular signal transduction
host cell endosome",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17820
EQU24_RS04005,0.0374649743853889,,50S ribosomal protein L17,"Translation, ribosomal structure and biogenesis",2328,"ribosome assembly
ribosomal large subunit assembly
cytosolic ribosome
ribonucleoprotein complex assembly
ribosomal large subunit biogenesis",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS04005
EQU24_RS21545,0.0371961240901798,,cupin domain-containing protein,Function unknown,79,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21545
EQU24_RS16360,0.0370817234787844,,ImmA/IrrE family metallo-endopeptidase,"Replication, recombination and repair",756,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16360
EQU24_RS06115,0.0369499030187753,purE,5-(carboxyamino)imidazole ribonucleotide mutase,Nucleotide transport and metabolism,2063,"'de novo' IMP biosynthetic process
purine ribonucleotide biosynthetic process
purine ribonucleotide metabolic process
ribonucleotide biosynthetic process
purine nucleotide biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS06115
EQU24_RS02800,0.0365887934310572,pyrF,orotidine-5'-phosphate decarboxylase,Nucleotide transport and metabolism,2448,"'de novo' UMP biosynthetic process
'de novo' pyrimidine nucleobase biosynthetic process
pyrimidine ribonucleotide biosynthetic process
ribonucleotide biosynthetic process
pyrimidine nucleotide biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS02800
EQU24_RS12515,0.0365170591002563,,hypothetical protein,No COG annotation,1259,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12515
EQU24_RS03985,0.0363682832729039,rpsM,30S ribosomal protein S13,"Translation, ribosomal structure and biogenesis",2328,"cytosolic ribosome
ribosome biogenesis
amide biosynthetic process
peptide biosynthetic process
ribosome",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03985
EQU24_RS09445,0.036334979274936,,acetylornithine transaminase,Amino acid transport and metabolism,1637,"arginine biosynthetic process
N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity
pyridoxal phosphate binding
identical protein binding
vitamin B6 binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09445
EQU24_RS05320,0.0361698594271308,cobS,adenosylcobinamide-GDP ribazoletransferase,Coenzyme transport and metabolism,2166,"cobalamin biosynthetic process
cobalamin 5'-phosphate synthase activity
water-soluble vitamin biosynthetic process
cobalamin metabolic process
adenosylcobinamide-GDP ribazoletransferase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05320
EQU24_RS14105,0.0361319849852522,,twin transmembrane helix small protein,Function unknown,1058,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14105
EQU24_RS08890,0.0358052434760182,,hypothetical protein,No COG annotation,1705,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08890
EQU24_RS10705,0.0356363473131359,,hypothetical protein,No COG annotation,1485,DNA binding,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10705
EQU24_RS06355,0.0355917751454282,,acyl-CoA thioesterase,Lipid transport and metabolism,2028,thiolester hydrolase activity,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS06355
EQU24_RS07060,0.0354989872958376,,hypothetical protein,Energy production and conversion,1934,"sodium ion transport
metal ion transport
sodium ion transmembrane transporter activity
cation transport
oxaloacetate decarboxylase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07060
EQU24_RS13910,0.0354816247894654,,hypothetical protein,No COG annotation,1086,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13910
EQU24_RS09660,0.0354189453090271,fabA,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA,Lipid transport and metabolism,1602,"3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase activity
monocarboxylic acid biosynthetic process
monocarboxylic acid metabolic process
3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09660
EQU24_RS02780,0.0353801508895809,,,No COG annotation,2450,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS02780
EQU24_RS12320,0.0349274372652053,queF,NADPH-dependent 7-cyano-7-deazaguanine reductase QueF,Function unknown,1281,"queuosine biosynthetic process
queuosine metabolic process
ribonucleoside biosynthetic process
preQ1 synthase activity
nucleoside biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12320
EQU24_RS06590,0.0347386645476898,,TrkA family potassium uptake protein,Inorganic ion transport and metabolism,1991,"potassium ion transport
cation transmembrane transporter activity
cation transmembrane transport",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS06590
EQU24_RS18900,0.0346446619424167,rpoZ,DNA-directed RNA polymerase subunit omega,Transcription,440,"transcription, DNA-templated
DNA-directed 5'-3' RNA polymerase activity
nucleic acid-templated transcription
RNA metabolic process
5'-3' RNA polymerase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18900
EQU24_RS12455,0.0346000170307495,queA,tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA,Nucleotide transport and metabolism,1265,"tRNA wobble guanine modification
tRNA processing
tRNA metabolic process
ncRNA processing
tRNA wobble base modification",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12455
EQU24_RS14445,0.0343873681433509,,heme ABC transporter permease,"Intracellular trafficking, secretion, and vesicular transport",1020,"iron coordination entity transport
nonribosomal peptide biosynthetic process
cytochrome complex assembly
bacterial-type flagellum-dependent swarming motility
bacterial-type flagellum-dependent cell motility",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14445
EQU24_RS02055,0.0343154618948086,,TonB-dependent receptor,Inorganic ion transport and metabolism,2549,"cell outer membrane
integral component of membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS02055
EQU24_RS12110,0.0342781248696096,,GIY-YIG nuclease family protein,"Replication, recombination and repair",1309,"3'-5'-exodeoxyribonuclease activity
3'-5' exonuclease activity
exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters
exodeoxyribonuclease activity, producing 5'-phosphomonoesters
nucleic acid phosphodiester bond hydrolysis",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12110
EQU24_RS08090,0.0338892113309387,,hypothetical protein,No COG annotation,1811,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08090
EQU24_RS03775,0.0335703520839819,,ribose-phosphate diphosphokinase,Nucleotide transport and metabolism,2338,"ribonucleoside monophosphate biosynthetic process
purine ribonucleotide biosynthetic process
5-phosphoribose 1-diphosphate biosynthetic process
ribonucleotide biosynthetic process
purine nucleotide biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03775
EQU24_RS10370,0.0335359678184004,acpP,acyl carrier protein,Lipid transport and metabolism,1519,"monocarboxylic acid biosynthetic process
monocarboxylic acid metabolic process
glycolipid biosynthetic process
lipooligosaccharide biosynthetic process
carboxylic acid biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10370
EQU24_RS16445,0.0332881769364308,,"ribbon-helix-helix protein, CopG family",Transcription,741,"regulation of transcription, DNA-templated",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16445
EQU24_RS16225,0.0332205333637097,,circularly permuted type 2 ATP-grasp protein,Function unknown,771,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16225
EQU24_RS07790,0.0332135101375702,,response regulator,Signal transduction mechanisms,1851,"DNA binding
phosphorelay signal transduction system",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07790
EQU24_RS20740,0.0331730664778104,,TIR domain-containing protein,No COG annotation,194,signal transduction,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20740
EQU24_RS13125,0.032936209975126,mtnA,S-methyl-5-thioribose-1-phosphate isomerase,"Translation, ribosomal structure and biogenesis",1181,"L-methionine biosynthetic process
L-methionine salvage from methylthioadenosine
L-methionine salvage from S-adenosylmethionine
methionine biosynthetic process
aspartate family amino acid biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13125
EQU24_RS09570,0.0328960227562061,,hypothetical protein,No COG annotation,1616,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09570
EQU24_RS12105,0.0327741023171386,,argininosuccinate synthase,Nucleotide transport and metabolism,1310,"arginine biosynthetic process
arginine metabolic process
tricarboxylic acid metabolic process
glutamine family amino acid biosynthetic process
carboxylic acid metabolic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12105
EQU24_RS12460,0.0327033738347707,,,No COG annotation,1264,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12460
EQU24_RS21040,0.0326989679671139,rpmB,50S ribosomal protein L28,"Translation, ribosomal structure and biogenesis",145,"ribosome assembly
ribosomal large subunit assembly
cytosolic ribosome
ribonucleoprotein complex assembly
ribosomal large subunit biogenesis",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21040
EQU24_RS18145,0.0326847371168333,mxaB,response regulator transcription factor,Transcription,541,"negative regulation of nucleic acid-templated transcription
negative regulation of transcription, DNA-templated
negative regulation of RNA biosynthetic process
regulation of nucleic acid-templated transcription
negative regulation of cellular macromolecule biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18145
EQU24_RS02090,0.0326794414246314,,transposase,"Replication, recombination and repair",2542,"DNA binding
transposase activity
transposition, DNA-mediated
membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS02090
EQU24_RS19995,0.0326773682812746,,addiction module protein,Function unknown,294,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS19995
EQU24_RS14850,0.0326092648501875,,NUDIX hydrolase,Nucleotide transport and metabolism,953,"thiamine-diphosphatase activity
nucleoside-triphosphatase activity
nucleoside-diphosphatase activity
pyrophosphatase activity
hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14850
EQU24_RS02660,0.0323450250462948,secB,protein-export chaperone SecB,"Intracellular trafficking, secretion, and vesicular transport",2466,"protein tetramerization
peptide transport
amide transport
peptide secretion
protein targeting",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS02660
EQU24_RS00950,0.0322207257721132,,hypothetical protein,No COG annotation,2702,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00950
EQU24_RS08215,0.0319556354088742,,addiction module protein,Function unknown,1795,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08215
EQU24_RS06280,0.0319416320256671,,RNA polymerase sigma factor,No COG annotation,2041,"regulation of DNA-templated transcription, initiation
DNA binding
sigma factor activity
DNA-binding transcription factor activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS06280
EQU24_RS03990,0.0317652878752783,rpsK,30S ribosomal protein S11,"Translation, ribosomal structure and biogenesis",2328,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
maturation of SSU-rRNA
rRNA processing
ncRNA processing
rRNA metabolic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03990
