locus,gene_weight,gene_name,gene_product,cog,operon,specific_gos_n,link
EQU24_RS12545,0.0533243193511003,,hypothetical protein,No COG annotation,1255,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12545
EQU24_RS08735,0.0521612437542657,,hypothetical protein,No COG annotation,1725,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08735
EQU24_RS11345,0.0513039072243097,hxlA,3-hexulose-6-phosphate synthase,Carbohydrate transport and metabolism,69,"'de novo' pyrimidine nucleobase biosynthetic process
formaldehyde assimilation via ribulose monophosphate cycle
orotidine-5'-phosphate decarboxylase activity
hexulose-6-phosphate synthase activity
carbohydrate metabolic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS11345
EQU24_RS14890,0.0496288459348119,ureA,urease subunit gamma,Amino acid transport and metabolism,950,"nickel cation binding
urease activity
urea catabolic process
cytoplasm",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14890
EQU24_RS14895,0.0487278851460922,,urease accessory protein UreD,"Post-translational modification, protein turnover, and chaperones",950,"nickel cation binding
nitrogen compound metabolic process
cytoplasm",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14895
EQU24_RS05745,0.0480914913555302,,hypothetical protein,No COG annotation,2109,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05745
EQU24_RS10370,0.0475858438692501,acpP,acyl carrier protein,Lipid transport and metabolism,1519,"monocarboxylic acid biosynthetic process
monocarboxylic acid metabolic process
glycolipid biosynthetic process
lipooligosaccharide biosynthetic process
carboxylic acid biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10370
EQU24_RS18735,0.0472235549489674,,DUF2892 domain-containing protein,Inorganic ion transport and metabolism,464,"integral component of membrane
transferase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18735
EQU24_RS10990,0.0467543935050872,,hypothetical protein,No COG annotation,1456,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10990
EQU24_RS18550,0.046264218163135,,,No COG annotation,489,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18550
EQU24_RS14910,0.0462292376082696,,ABC transporter ATP-binding protein,Amino acid transport and metabolism,948,"ATP hydrolysis activity
ATP binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14910
EQU24_RS15095,0.0458711144549844,,,No COG annotation,924,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS15095
EQU24_RS07165,0.0454313171456787,,ammonium transporter,Inorganic ion transport and metabolism,1923,"ammonium transmembrane transporter activity
ammonium transmembrane transport
integral component of membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07165
EQU24_RS10965,0.0449322284986561,,phage tail protein,Function unknown,1458,"acyltransferase activity
structural molecule activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10965
EQU24_RS16840,0.0448949046627126,flgC,flagellar basal body rod protein FlgC,Cell motility,699,"bacterial-type flagellum-dependent cell motility
bacterial-type flagellum basal body, rod",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16840
EQU24_RS00125,0.0441598977043276,,autotransporter outer membrane beta-barrel domain-containing protein,Function unknown,2815,"palmitoyl-CoA hydrolase activity
acyl-CoA hydrolase activity
CoA hydrolase activity
carboxylic ester hydrolase activity
thiolester hydrolase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00125
EQU24_RS02895,0.0434795797603185,,"exosortase system-associated protein, TIGR04073 family",No COG annotation,2439,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS02895
EQU24_RS02970,0.0434632237307379,pqqA,pyrroloquinoline quinone precursor peptide PqqA,No COG annotation,2429,pyrroloquinoline quinone biosynthetic process,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS02970
EQU24_RS08400,0.0431998554443339,,Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha,Energy production and conversion,1771,"proton transmembrane transport
nicotinamide nucleotide metabolic process
NAD(P)+ transhydrogenase (AB-specific) activity
pyridine nucleotide metabolic process
NAD(P)+ transhydrogenase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08400
EQU24_RS16575,0.0431745471866783,,,No COG annotation,724,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16575
EQU24_RS16835,0.0427318368149379,,flagellar hook assembly protein FlgD,Cell motility,699,bacterial-type flagellum organization,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16835
EQU24_RS08595,-0.0438805893333658,,TetR/AcrR family transcriptional regulator,Transcription,1745,DNA binding,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08595
EQU24_RS07145,-0.0449609974086316,,hypothetical protein,No COG annotation,1924,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07145
EQU24_RS12655,-0.0453428845792302,,barstar family protein,Transcription,1242,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12655
EQU24_RS20335,-0.0455014814188562,,hypothetical protein,No COG annotation,249,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20335
EQU24_RS02325,-0.045519813086459,,hypothetical protein,No COG annotation,2515,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS02325
EQU24_RS06885,-0.0463080163974266,,Rpn family recombination-promoting nuclease/putative transposase,Function unknown,1956,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS06885
EQU24_RS05645,-0.0477664289447399,,,No COG annotation,2123,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05645
EQU24_RS12650,-0.0483271076783549,,ribonuclease T(1),Nucleotide transport and metabolism,1242,"RNA phosphodiester bond hydrolysis, endonucleolytic
ribonuclease T1 activity
endoribonuclease activity
RNA binding
extracellular region",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12650
EQU24_RS09835,-0.0487500412971673,,,No COG annotation,1582,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09835
EQU24_RS05635,-0.0501329118015052,,,No COG annotation,2123,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05635
EQU24_RS08590,-0.0515957131988487,,efflux transporter outer membrane subunit,Cell wall/membrane/envelope biogenesis,1745,"cell outer membrane
efflux transmembrane transporter activity
plasma membrane
integral component of membrane
transmembrane transport",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08590
EQU24_RS05640,-0.053045520168092,,,No COG annotation,2123,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05640
EQU24_RS10835,-0.054954874701931,,hypothetical protein,No COG annotation,1465,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10835
EQU24_RS12635,-0.0597209531763021,,hypothetical protein,Function unknown,1244,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12635
EQU24_RS07375,-0.0603253928714163,,,No COG annotation,1895,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07375
EQU24_RS05930,-0.0622327763731411,mmoR,sigma-54-dependent Fis family transcriptional regulator,Transcription,2082,"regulation of transcription, DNA-templated
ATP binding
sequence-specific DNA binding
transcription factor binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05930
EQU24_RS12640,-0.0669177732689118,,NAD(P)/FAD-dependent oxidoreductase,Energy production and conversion,1243,"flavin adenine dinucleotide binding
oxidoreductase activity
",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12640
EQU24_RS12645,-0.0749371994380439,,nitrate reductase,Energy production and conversion,1243,"4 iron, 4 sulfur cluster binding
metal ion binding
nitrate reductase activity
nitrate assimilation
molybdopterin cofactor binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12645
EQU24_RS10830,-0.0784698109313171,,efflux transporter outer membrane subunit,Cell wall/membrane/envelope biogenesis,1466,"cell outer membrane
efflux transmembrane transporter activity
integral component of membrane
transmembrane transport",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10830
EQU24_RS09195,-0.0794430991057437,,efflux RND transporter periplasmic adaptor subunit,Cell wall/membrane/envelope biogenesis,1667,"plasma membrane
transmembrane transporter activity
transmembrane transport",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09195
EQU24_RS09205,-0.0814836266548205,,TolC family protein,Cell wall/membrane/envelope biogenesis,1667,"efflux transmembrane transporter activity
transmembrane transport",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09205
EQU24_RS09190,-0.0832320128876039,,efflux RND transporter permease subunit,Defense mechanisms,1667,"integral component of membrane
transmembrane transporter activity
transmembrane transport",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09190
EQU24_RS10820,-0.0849495158157832,,efflux RND transporter periplasmic adaptor subunit,Cell wall/membrane/envelope biogenesis,1466,"transmembrane transporter activity
transmembrane transport
membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10820
EQU24_RS09210,-0.0858034859387961,,TetR/AcrR family transcriptional regulator,Transcription,1667,DNA binding,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09210
EQU24_RS10825,-0.0907825918592113,,multidrug efflux RND transporter permease subunit,Defense mechanisms,1466,"xenobiotic transport
efflux transmembrane transporter activity
plasma membrane
integral component of membrane
transmembrane transport",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10825
