locus,gene_weight,gene_name,gene_product,cog,operon,specific_gos_n,link
EQU24_RS10650,0.1356212355611587,,HEAT repeat domain-containing protein,Energy production and conversion,1492,lyase activity,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10650
EQU24_RS10515,0.1340491166220182,,hypothetical protein,No COG annotation,1502,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10515
EQU24_RS10645,0.1334197752402997,,protein-glutamate O-methyltransferase CheR,Coenzyme transport and metabolism,1492,"protein-glutamate O-methyltransferase activity
protein methylation
chemotaxis
response to external stimulus
response to chemical",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10645
EQU24_RS10630,0.127641576610784,,hypothetical protein,No COG annotation,1492,"biological_process
cellular_component
molecular_function",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10630
EQU24_RS10640,0.1218508548781045,,response regulator,Transcription,1492,phosphorelay signal transduction system,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10640
EQU24_RS10580,0.121634331893443,,protein-glutamate O-methyltransferase CheR,Coenzyme transport and metabolism,1494,"protein-glutamate O-methyltransferase activity
protein methylation",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10580
EQU24_RS10635,0.1109087828850789,,chemotaxis protein CheA,Signal transduction mechanisms,1492,"peptidyl-histidine phosphorylation
ATP binding
phosphorelay signal transduction system
chemotaxis
phosphorelay sensor kinase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10635
EQU24_RS10625,0.1072087497313966,,response regulator,Signal transduction mechanisms,1492,"phosphorylation
kinase activity
phosphorelay signal transduction system",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10625
EQU24_RS10620,0.1056634865273349,,hypothetical protein,Cell motility,1492,"transmembrane signaling receptor activity
chemotaxis
integral component of membrane
signal transduction",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10620
EQU24_RS10605,0.1017951574505221,,anti-sigma regulatory factor,Signal transduction mechanisms,1493,"phosphorylation
kinase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10605
EQU24_RS10575,0.0965981013923711,,chemotaxis response regulator protein-glutamate methylesterase,Cell motility,1495,"protein deamination
protein-glutamine glutaminase activity
protein-glutamate methylesterase activity
phosphorelay signal transduction system
chemotaxis",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10575
EQU24_RS10615,0.0949953460215141,,STAS domain-containing protein,Signal transduction mechanisms,1493,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10615
EQU24_RS10610,0.0943571578864131,,STAS domain-containing protein,Signal transduction mechanisms,1493,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10610
EQU24_RS10565,0.0922898252469578,,response regulator,Signal transduction mechanisms,1496,"phosphorelay signal transduction system
nucleotide binding
phosphorelay sensor kinase activity
signal transduction
ion binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10565
EQU24_RS16040,-0.0933400975101641,,ISNCY family transposase,"Replication, recombination and repair",798,"DNA binding
transposase activity
transposition, DNA-mediated
integral component of membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16040
EQU24_RS12805,-0.1435335055005178,,IS4 family transposase,"Replication, recombination and repair",1225,"DNA binding
transposase activity
transposition, DNA-mediated
integral component of membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12805
