locus,gene_weight,gene_name,gene_product,cog,operon,specific_gos_n,link
EQU24_RS06020,0.0438811646842891,,hypothetical protein,No COG annotation,2074,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS06020
EQU24_RS07950,0.0438797716262668,csrA,carbon storage regulator CsrA,"Translation, ribosomal structure and biogenesis",1830,"negative regulation of translational initiation
positive regulation of translational initiation
negative regulation of cellular macromolecule biosynthetic process
regulation of glycogen biosynthetic process
negative regulation of translation",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07950
EQU24_RS20450,0.0434494563129198,,hypothetical protein,No COG annotation,237,"coenzyme A biosynthetic process
phosphorylation
ATP binding
pantothenate kinase activity
metal ion binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20450
EQU24_RS19075,0.0431228875509053,,hypothetical protein,No COG annotation,417,"peptidyl-histidine phosphorylation
ATP binding
phosphorelay signal transduction system
integral component of membrane
phosphorelay sensor kinase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS19075
EQU24_RS00385,0.0430940224172647,,hypothetical protein,No COG annotation,2778,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00385
EQU24_RS01705,0.0426697928450129,,hotdog family protein,Lipid transport and metabolism,2597,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01705
EQU24_RS12870,0.0424566955509651,,hypothetical protein,No COG annotation,1217,nucleotidyltransferase activity,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12870
EQU24_RS17335,0.0423654477173421,,hypothetical protein,Function unknown,637,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17335
EQU24_RS18190,0.0419635280169037,,hypothetical protein,No COG annotation,534,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18190
EQU24_RS01135,0.0416248147403912,,hypothetical protein,No COG annotation,2673,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01135
EQU24_RS18295,0.040811986282068,,hypothetical protein,No COG annotation,518,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18295
EQU24_RS14180,0.0404776485754041,,CopG family transcriptional regulator,Transcription,1050,"regulation of transcription, DNA-templated",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14180
EQU24_RS02100,0.0402539745426525,,HicB family protein,Function unknown,2540,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS02100
EQU24_RS20500,0.0400957204684106,,hypothetical protein,No COG annotation,228,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20500
EQU24_RS14920,0.0399589047999587,urtC,urea ABC transporter permease subunit UrtC,"Intracellular trafficking, secretion, and vesicular transport",948,"plasma membrane
integral component of membrane
transmembrane transporter activity
transmembrane transport",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14920
EQU24_RS18505,0.0397743547485281,,hypothetical protein,No COG annotation,494,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18505
EQU24_RS07925,0.0395298293062283,,hypothetical protein,No COG annotation,1832,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07925
EQU24_RS03780,0.0391428004629388,,50S ribosomal protein L25/general stress protein Ctc,"Translation, ribosomal structure and biogenesis",2337,"cytosolic ribosome
5S rRNA binding
amide biosynthetic process
cytosolic large ribosomal subunit
translation",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03780
EQU24_RS13290,0.0391130716651313,,undecaprenyl-diphosphate phosphatase,Defense mechanisms,1162,"undecaprenyl-diphosphatase activity
peptidoglycan biosynthetic process
dephosphorylation
cell wall organization
plasma membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13290
EQU24_RS15235,0.0383302303343124,,hypothetical protein,No COG annotation,906,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS15235
EQU24_RS07585,0.0383138991792365,,HigA family addiction module antidote protein,Transcription,1872,DNA binding,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07585
EQU24_RS15935,0.0377834844612003,fliR,flagellar biosynthetic protein FliR,Cell motility,809,"bacterial-type flagellum assembly
protein targeting
plasma membrane
integral component of membrane
bacterial-type flagellum basal body",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS15935
EQU24_RS04250,0.037674383845979,,AmpG family muropeptide MFS transporter,Amino acid transport and metabolism,2298,"solute:proton symporter activity
proton transmembrane transport
symporter activity
inorganic cation transmembrane transport
carbohydrate derivative transport",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS04250
EQU24_RS00950,0.0371988115184588,,hypothetical protein,No COG annotation,2702,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00950
EQU24_RS18005,0.0371886624124793,,hypothetical protein,No COG annotation,558,membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18005
EQU24_RS04245,0.0371075668425581,,sodium:proton antiporter,Inorganic ion transport and metabolism,2299,"integral component of membrane
transmembrane transport",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS04245
EQU24_RS00055,0.0367361687369885,,DUF3240 domain-containing protein,Function unknown,2825,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00055
EQU24_RS08635,0.0363511744866967,alr,alanine racemase,Cell wall/membrane/envelope biogenesis,1740,"D-alanine family amino acid biosynthetic process
alanine racemase activity
D-alanine family amino acid metabolic process
alanine biosynthetic process
D-alanine biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08635
EQU24_RS11035,0.0361421280155367,,hypothetical protein,No COG annotation,1449,ornithine cyclodeaminase activity,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS11035
EQU24_RS07365,0.0360595374387074,,biliverdin-producing heme oxygenase,No COG annotation,1897,"heme oxygenase (decyclizing) activity
heme oxidation",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07365
EQU24_RS01825,0.0359399687590661,,hypothetical protein,No COG annotation,2581,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01825
EQU24_RS16405,0.0349908526524956,,inovirus Gp2 family protein,Function unknown,748,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16405
EQU24_RS17505,0.034947020026731,,hypothetical protein,No COG annotation,613,"integral component of membrane
membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17505
EQU24_RS12130,0.0349148134748381,,hypothetical protein,Function unknown,1307,"maintenance of CRISPR repeat elements
endonuclease activity
nucleic acid phosphodiester bond hydrolysis
defense response to virus
metal ion binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12130
EQU24_RS20740,0.0348060225216189,,TIR domain-containing protein,No COG annotation,194,signal transduction,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20740
EQU24_RS03790,0.0343100905270073,,,No COG annotation,2336,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03790
EQU24_RS11075,0.0341169790968408,,HypC/HybG/HupF family hydrogenase formation chaperone,"Post-translational modification, protein turnover, and chaperones",1443,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS11075
EQU24_RS13665,0.0340831220672562,,hypothetical protein,No COG annotation,1118,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13665
EQU24_RS02160,0.0339611513251169,,hypothetical protein,No COG annotation,2532,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS02160
EQU24_RS15475,0.0339396804911886,tusD,sulfurtransferase complex subunit TusD,Inorganic ion transport and metabolism,872,"tRNA processing
tRNA wobble uridine modification
tRNA wobble position uridine thiolation
tRNA metabolic process
tRNA wobble base modification",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS15475
EQU24_RS04535,0.0337811516341142,,hypothetical protein,No COG annotation,2263,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS04535
EQU24_RS20385,0.033699610101255,,hypothetical protein,Function unknown,242,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20385
EQU24_RS01595,0.0335123207723666,,putative motility protein,No COG annotation,2610,"phosphorylation
kinase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01595
EQU24_RS12120,0.0332757209074834,,hypothetical protein,No COG annotation,1308,"methyltransferase activity
integral component of membrane
methylation",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12120
EQU24_RS03775,0.0331770768716781,,ribose-phosphate diphosphokinase,Nucleotide transport and metabolism,2338,"ribonucleoside monophosphate biosynthetic process
purine ribonucleotide biosynthetic process
5-phosphoribose 1-diphosphate biosynthetic process
ribonucleotide biosynthetic process
purine nucleotide biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03775
EQU24_RS17365,0.0331761329558754,,hypothetical protein,No COG annotation,633,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17365
EQU24_RS00575,0.0331458299499437,guaA,glutamine-hydrolyzing GMP synthase,Nucleotide transport and metabolism,2753,"guanosine-containing compound biosynthetic process
purine ribonucleoside monophosphate biosynthetic process
GMP biosynthetic process
purine ribonucleoside monophosphate metabolic process
purine ribonucleoside biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00575
EQU24_RS14460,0.0330570603422236,,hypothetical protein,No COG annotation,1018,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14460
EQU24_RS09765,0.0327921794109285,,NADH:ubiquinone reductase (Na(+)-transporting) subunit B,Energy production and conversion,1587,"sodium ion transport
metal ion transport
respiratory electron transport chain
cation transport
NADH dehydrogenase (quinone) activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09765
EQU24_RS08980,0.0325733210098309,,hypothetical protein,No COG annotation,1693,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08980
EQU24_RS11755,0.032415649342646,,bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase,Coenzyme transport and metabolism,1347,"nicotinamide nucleotide metabolic process
ADP-dependent NAD(P)H-hydrate dehydratase activity
ATP binding
metal ion binding
NADHX epimerase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS11755
EQU24_RS19925,0.032290873880156,,hypothetical protein,No COG annotation,302,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS19925
EQU24_RS09365,0.0322316500211238,,diacylglycerol kinase,Cell wall/membrane/envelope biogenesis,1645,"phosphatidic acid biosynthetic process
diacylglycerol kinase activity
ATP binding
phosphorylation
plasma membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09365
EQU24_RS07035,0.0321209163712203,,ABC transporter permease,Defense mechanisms,1938,"ATP-binding cassette (ABC) transporter complex
plasma membrane
cell periphery
membrane
transmembrane transport",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07035
EQU24_RS19265,0.0316123969051805,,glutaredoxin family protein,"Post-translational modification, protein turnover, and chaperones",388,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS19265
EQU24_RS11970,0.0315485076035291,,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",1322,"hydrolase activity, acting on ester bonds
phosphopantetheine binding
biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS11970
EQU24_RS08080,0.0315294882903131,,transcriptional regulator,Transcription,1813,"regulation of transcription, DNA-templated
DNA binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08080
EQU24_RS13995,0.0313536279628136,,hypothetical protein,No COG annotation,1072,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13995
EQU24_RS19270,0.0312234662327461,,TIGR00645 family protein,Function unknown,388,"plasma membrane
integral component of membrane
cell periphery
membrane
cellular_component",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS19270
EQU24_RS06430,0.0311967040208174,,TIGR03087 family PEP-CTERM/XrtA system glycosyltransferase,Cell wall/membrane/envelope biogenesis,2018,transferase activity,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS06430
EQU24_RS12970,0.0308767171163972,,"L,D-transpeptidase family protein",Function unknown,1208,transferase activity,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12970
EQU24_RS20205,0.0307063038132249,,hypothetical protein,No COG annotation,267,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20205
EQU24_RS15205,0.0306804396255398,,alpha/beta fold hydrolase,Lipid transport and metabolism,910,hydrolase activity,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS15205
EQU24_RS13450,0.0306363488787299,,hypothetical protein,No COG annotation,1147,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13450
EQU24_RS17700,0.0305307935248817,,IS66 family transposase,"Replication, recombination and repair",589,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17700
EQU24_RS21210,0.0304486757996148,,hypothetical protein,No COG annotation,127,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21210
EQU24_RS13810,0.0303590576500667,,hypothetical protein,No COG annotation,1102,"methyltransferase activity
integral component of membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13810
EQU24_RS05490,0.030278973843011,genX,EF-P lysine aminoacylase GenX,"Translation, ribosomal structure and biogenesis",2143,"bacterial-type EF-P lysine modification
protein-lysine lysylation
protein-N6-(L-lysyl)-L-lysine modification to protein-N6-(beta-lysyl)-L-lysine
tRNA metabolic process
lysyl-tRNA aminoacylation",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05490
EQU24_RS16005,0.0302602393159133,,CpaF family protein,"Intracellular trafficking, secretion, and vesicular transport",802,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16005
EQU24_RS15930,0.0301793468909111,flhB,flagellar type III secretion system protein FlhB,Cell motility,809,"bacterial-type flagellum assembly
protein secretion
plasma membrane
integral component of membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS15930
EQU24_RS14450,0.0301774003283286,ccmB,heme exporter protein CcmB,"Intracellular trafficking, secretion, and vesicular transport",1019,"ATP hydrolysis activity
ATP hydrolysis activity
nucleoside-triphosphatase activity
cytochrome complex assembly
pyrophosphatase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14450
EQU24_RS14925,0.0301676526918296,urtB,urea ABC transporter permease subunit UrtB,"Intracellular trafficking, secretion, and vesicular transport",948,"plasma membrane
integral component of membrane
transmembrane transporter activity
transmembrane transport",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14925
EQU24_RS15785,0.0300067706414867,,MotA/TolQ/ExbB proton channel family protein,"Intracellular trafficking, secretion, and vesicular transport",824,"protein transport
integral component of membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS15785
EQU24_RS06380,0.0298444783381751,,hypothetical protein,No COG annotation,2025,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS06380
EQU24_RS02215,0.0297595062634687,,ParA family protein,"Cell cycle control, cell division, chromosome partitioning",2525,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS02215
EQU24_RS06755,0.0295373421440807,,phospholipid carrier-dependent glycosyltransferase,No COG annotation,1974,"integral component of membrane
transferase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS06755
EQU24_RS00675,0.0294055472916483,,c-type cytochrome,Energy production and conversion,2739,"heme binding
signal sequence binding
electron transport chain
metal ion binding
cell redox homeostasis",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00675
EQU24_RS01155,0.0293411163882722,,hypothetical protein,No COG annotation,2670,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01155
EQU24_RS18830,0.0293373056320502,,hypothetical protein,No COG annotation,449,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18830
EQU24_RS03440,0.0293143000864491,,DUF2288 domain-containing protein,Function unknown,2378,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03440
EQU24_RS18485,0.0292761033141387,,hypothetical protein,No COG annotation,494,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18485
EQU24_RS16240,0.0292292862991048,,hypothetical protein,No COG annotation,769,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16240
EQU24_RS17845,0.0290835400479755,,ParA family protein,"Cell cycle control, cell division, chromosome partitioning",578,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17845
EQU24_RS10545,0.0289792733092043,,hypothetical protein,Cell motility,1500,"transmembrane signaling receptor activity
chemotaxis
integral component of membrane
signal transduction",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10545
EQU24_RS16325,0.0288985642103779,,hypothetical protein,No COG annotation,757,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16325
EQU24_RS20415,0.0288336136506312,,ATP synthase subunit I,Function unknown,240,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20415
EQU24_RS00910,0.0288183776560096,,DUF3301 domain-containing protein,Function unknown,2708,membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00910
EQU24_RS17005,0.0286105123438002,,TlpA family protein disulfide reductase,"Post-translational modification, protein turnover, and chaperones",678,"cell redox homeostasis
oxidoreductase activity

",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17005
EQU24_RS04315,0.0285701035873155,,DNA-binding protein,Function unknown,2288,"regulation of transcription, DNA-templated
DNA binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS04315
EQU24_RS20820,0.0285502845419403,,hypothetical protein,No COG annotation,181,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20820
EQU24_RS09725,0.0285156651592199,,hypothetical protein,No COG annotation,1594,"plasma membrane
integral component of membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09725
EQU24_RS16375,0.0285113864203889,,hypothetical protein,No COG annotation,754,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16375
EQU24_RS03555,0.0283631609186751,,hypothetical protein,No COG annotation,2363,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03555
EQU24_RS22110,0.0283081860193753,,hypothetical protein,No COG annotation,6,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS22110
EQU24_RS13300,0.0282888444796586,ispF,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",Lipid transport and metabolism,1161,"zinc ion binding
ubiquinone biosynthetic process
manganese ion binding
quinone biosynthetic process
terpenoid biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13300
EQU24_RS13040,0.0281885165582206,,hypothetical protein,No COG annotation,1196,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13040
EQU24_RS20800,0.028178652850965,,hypothetical protein,No COG annotation,185,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20800
EQU24_RS09470,0.0281187599050402,,hypothetical protein,No COG annotation,1632,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09470
EQU24_RS01495,0.0280642718645322,,hypothetical protein,No COG annotation,2626,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01495
EQU24_RS05055,0.0279637035422338,,hypothetical protein,No COG annotation,2195,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05055
EQU24_RS04515,0.0278750768697321,hemE,uroporphyrinogen decarboxylase,Coenzyme transport and metabolism,2267,"protoporphyrinogen IX biosynthetic process
protoporphyrinogen IX biosynthetic process from glutamate
uroporphyrinogen III metabolic process
tetrapyrrole biosynthetic process from glutamate
porphyrin-containing compound biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS04515
EQU24_RS02340,-0.0278621845377297,,hypothetical protein,No COG annotation,2512,"integral component of membrane
membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS02340
EQU24_RS18450,-0.0279226330817325,rfbA,glucose-1-phosphate thymidylyltransferase RfbA,Cell wall/membrane/envelope biogenesis,499,"pyrimidine deoxyribonucleoside triphosphate metabolic process
dTTP metabolic process
pyrimidine deoxyribonucleotide metabolic process
dTDP-rhamnose biosynthetic process
extracellular polysaccharide biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18450
EQU24_RS01860,-0.0280713870298107,,hypothetical protein,"Replication, recombination and repair",2575,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01860
