locus,gene_weight,gene_name,gene_product,cog,operon,specific_gos_n,link
EQU24_RS01475,0.0519139747099679,,formate dehydrogenase subunit gamma,Energy production and conversion,2629,"metal ion binding
2 iron, 2 sulfur cluster binding
oxidoreductase activity
",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01475
EQU24_RS08105,0.0514561465230624,,hypothetical protein,No COG annotation,1809,"integral component of membrane
membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08105
EQU24_RS15160,0.0508819187031486,,efflux transporter outer membrane subunit,Cell wall/membrane/envelope biogenesis,915,"amide transport
nitrogen compound transport
sulfathiazole transmembrane transporter activity
sulfathiazole transmembrane transport
organic substance transport",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS15160
EQU24_RS06290,0.0498245232877842,,M48 family metalloprotease,No COG annotation,2039,"metalloendopeptidase activity
proteolysis",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS06290
EQU24_RS06690,0.0496033897438507,,PAS domain-containing protein,Transcription,1981,protein binding,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS06690
EQU24_RS17335,0.0483918294888671,,hypothetical protein,Function unknown,637,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17335
EQU24_RS12210,0.0472047996671172,,hypothetical protein,Energy production and conversion,1297,"metal ion binding
heme binding
electron transport chain
electron transfer activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12210
EQU24_RS05880,0.04626812857331,,hypothetical protein,No COG annotation,2089,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05880
EQU24_RS20550,0.0455042810031485,,hemin ABC transporter substrate-binding protein,Inorganic ion transport and metabolism,222,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20550
EQU24_RS16820,0.0449486205805882,flgG,flagellar basal-body rod protein FlgG,Cell motility,700,"bacterial-type flagellum-dependent cell motility
bacterial-type flagellum basal body, distal rod",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16820
EQU24_RS17500,0.0443339772962983,,catalase,No COG annotation,614,"hydrogen peroxide catabolic process
heme binding
metal ion binding
response to oxidative stress
cellular oxidant detoxification",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17500
EQU24_RS20870,0.0440963872511762,,NrdJb,Nucleotide transport and metabolism,171,"cell wall
plasma membrane
cell periphery
external encapsulating structure
cytoplasm",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20870
EQU24_RS16830,0.0435972674945269,,flagellar hook protein FlgE,Cell motility,699,"bacterial-type flagellum-dependent swarming motility
bacterial-type flagellum-dependent cell motility
archaeal or bacterial-type flagellum-dependent cell motility
cilium or flagellum-dependent cell motility
bacterial-type flagellum",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16830
EQU24_RS20565,0.0435628774014292,,hypothetical protein,No COG annotation,220,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20565
EQU24_RS10010,0.0432894832824945,,hypothetical protein,No COG annotation,1561,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10010
EQU24_RS09490,-0.0431011027272884,greA,transcription elongation factor GreA,Transcription,1629,"transcription, DNA-templated
regulation of nucleic acid-templated transcription
regulation of DNA-templated transcription, elongation
regulation of cellular macromolecule biosynthetic process
nucleic acid-templated transcription",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09490
EQU24_RS06200,-0.0437340112188938,,transposase,"Replication, recombination and repair",2051,"DNA binding
transposase activity
transposition, DNA-mediated",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS06200
EQU24_RS17265,-0.043961715182309,rsxA,electron transport complex subunit RsxA,Energy production and conversion,644,"electron transport chain
plasma membrane
integral component of membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17265
EQU24_RS07995,-0.0444148898385367,,IS3 family transposase,"Replication, recombination and repair",1825,"DNA integration
sequence-specific DNA binding
transposition",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07995
EQU24_RS03415,-0.0450152299948884,,transglutaminase family protein,Amino acid transport and metabolism,2382,"proteolysis
peptidase activity
plasma membrane
cell periphery
membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03415
EQU24_RS19150,-0.0450747463919518,,DUF1326 domain-containing protein,Function unknown,408,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS19150
EQU24_RS16335,-0.0451748323415721,,DUF4258 domain-containing protein,Function unknown,757,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16335
EQU24_RS14875,-0.0470939328354119,ureE,urease accessory protein UreE,"Post-translational modification, protein turnover, and chaperones",950,"nickel cation binding
protein-containing complex assembly
urea metabolic process
unfolded protein binding
cytoplasm",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14875
EQU24_RS16995,-0.047224908414288,,DUF3570 domain-containing protein,Energy production and conversion,679,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16995
EQU24_RS17270,-0.0483870986952114,nifL,nitrogen fixation negative regulator NifL,Transcription,643,"peptidyl-histidine phosphorylation
ATP binding
protein histidine kinase activity
nitrogen fixation
signal transduction",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17270
EQU24_RS10340,-0.048800399598685,,type 4 fimbrial biogenesis protein PilZ,Cell motility,1520,cyclic-di-GMP binding,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10340
EQU24_RS21750,-0.0491496478082088,,DUF3450 domain-containing protein,"Cell cycle control, cell division, chromosome partitioning",50,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21750
EQU24_RS00470,-0.0494883337837908,,GDSL family lipase,Amino acid transport and metabolism,2768,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00470
EQU24_RS14870,-0.051222033987687,,urease accessory protein UreF,"Post-translational modification, protein turnover, and chaperones",950,"nickel cation binding
cytoplasm
nitrogen compound metabolic process
metabolic process
biological_process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14870
EQU24_RS12635,-0.0543375124414624,,hypothetical protein,Function unknown,1244,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12635
EQU24_RS05570,-0.0565544060093283,,1-deoxy-D-xylulose-5-phosphate reductoisomerase,Lipid transport and metabolism,2132,"pyruvate metabolic process
cobalt ion binding
terpenoid biosynthetic process, mevalonate-independent
isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway involved in terpenoid biosynthetic process
monocarboxylic acid metabolic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05570
EQU24_RS05565,-0.057054432777194,,phosphatidate cytidylyltransferase,Function unknown,2132,"nucleotide biosynthetic process
phosphatidate cytidylyltransferase activity
phosphatidylglycerol metabolic process
pyrimidine nucleotide biosynthetic process
CDP-diacylglycerol biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05565
EQU24_RS16325,-0.0583778909915318,,hypothetical protein,No COG annotation,757,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16325
EQU24_RS12645,-0.0598114868115184,,nitrate reductase,Energy production and conversion,1243,"4 iron, 4 sulfur cluster binding
metal ion binding
nitrate reductase activity
nitrate assimilation
molybdopterin cofactor binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12645
EQU24_RS16330,-0.0609525437537465,,type II toxin-antitoxin system MqsA family antitoxin,No COG annotation,757,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16330
EQU24_RS17010,-0.0617585481819355,,hypothetical protein,No COG annotation,677,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17010
EQU24_RS14345,-0.0632221735131064,,ferrous iron transport protein A,Inorganic ion transport and metabolism,1027,"iron ion transport
iron ion transport
iron ion transport
transition metal ion transport
iron ion transmembrane transport",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14345
EQU24_RS19145,-0.0664665910720296,,SDR family NAD(P)-dependent oxidoreductase,Lipid transport and metabolism,408,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS19145
EQU24_RS12640,-0.0665556578505858,,NAD(P)/FAD-dependent oxidoreductase,Energy production and conversion,1243,"flavin adenine dinucleotide binding
oxidoreductase activity
",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12640
EQU24_RS14335,-0.0674695009237,,hypothetical protein,Function unknown,1027,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14335
EQU24_RS05260,-0.0687938622177619,,c-type cytochrome,Energy production and conversion,2172,"iron ion binding
plastid
heme binding
electron transport chain
photosynthesis",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05260
EQU24_RS19140,-0.070671430916387,,carbonic anhydrase,Inorganic ion transport and metabolism,408,"zinc ion binding
carbonate dehydratase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS19140
EQU24_RS17015,-0.0805856524366551,,hypothetical protein,No COG annotation,676,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17015
EQU24_RS17000,-0.0812156373945857,,DUF4266 domain-containing protein,Function unknown,679,membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17000
EQU24_RS17005,-0.0824767625471391,,TlpA family protein disulfide reductase,"Post-translational modification, protein turnover, and chaperones",678,"cell redox homeostasis
oxidoreductase activity

",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17005
EQU24_RS00940,-0.0914332483003129,,hypothetical protein,No COG annotation,2704,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00940
EQU24_RS14140,-0.1189552016010094,,bacteriohemerythrin,Inorganic ion transport and metabolism,1053,metal ion binding,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14140
