locus,gene_weight,gene_name,gene_product,cog,operon,specific_gos_n,link
EQU24_RS19875,0.0551748763154872,acnA,aconitate hydratase AcnA,Energy production and conversion,312,"propionate metabolic process, methylcitrate cycle
citrate metabolic process
monocarboxylic acid metabolic process
propionate metabolic process
aerobic respiration",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS19875
EQU24_RS01350,0.0548288281938958,,helix-turn-helix transcriptional regulator,Transcription,2648,DNA binding,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01350
EQU24_RS17450,0.0535928147897068,,hypothetical protein,No COG annotation,623,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17450
EQU24_RS20320,0.0535776435048173,,DUF2442 domain-containing protein,Function unknown,252,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20320
EQU24_RS18395,0.0510123821244727,,ISNCY family transposase,"Replication, recombination and repair",505,"DNA binding
transposase activity
transposition, DNA-mediated
integral component of membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18395
EQU24_RS17445,0.0503380715195403,,hypothetical protein,No COG annotation,624,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17445
EQU24_RS17140,0.0500647626290079,,hypothetical protein,Function unknown,659,nitrogen fixation,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17140
EQU24_RS20235,0.0499231856722781,,hypothetical protein,"Replication, recombination and repair",261,"nucleotidyltransferase activity
membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20235
EQU24_RS01365,0.0494001035011593,,hypothetical protein,No COG annotation,2645,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01365
EQU24_RS17150,0.0493793285121272,,hypothetical protein,Function unknown,658,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17150
EQU24_RS20935,0.0489280434235799,,type II toxin-antitoxin system PemK/MazF family toxin,Signal transduction mechanisms,163,DNA binding,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20935
EQU24_RS01585,0.048827426776606,,DUF2817 domain-containing protein,Amino acid transport and metabolism,2611,"metallocarboxypeptidase activity
zinc ion binding
proteolysis",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01585
EQU24_RS18440,0.0487584103501573,,type II toxin-antitoxin system RelE/ParE family toxin,Function unknown,500,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18440
EQU24_RS20925,0.0484624184173265,,Txe/YoeB family addiction module toxin,Function unknown,164,"endonuclease activity
nucleic acid phosphodiester bond hydrolysis
RNA catabolic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20925
EQU24_RS17185,0.0481214725966818,,IS66 family transposase,"Replication, recombination and repair",653,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17185
EQU24_RS19980,0.0471353709568358,,hypothetical protein,No COG annotation,296,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS19980
EQU24_RS21860,0.0468459358092244,,type II toxin-antitoxin system HicA family toxin,Function unknown,39,mRNA binding,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21860
EQU24_RS17440,0.0460312009365215,,PIN domain-containing protein,Function unknown,624,"RNA phosphodiester bond hydrolysis, endonucleolytic
endoribonuclease activity
magnesium ion binding
toxin activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17440
EQU24_RS18960,0.045962817479534,,hypothetical protein,No COG annotation,433,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18960
EQU24_RS21765,0.0457965572935898,,aspartate aminotransferase family protein,Amino acid transport and metabolism,47,"ectoine biosynthetic process
diaminobutyrate-pyruvate transaminase activity
diaminobutyrate-2-oxoglutarate transaminase activity
pyridoxal phosphate binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21765
EQU24_RS01935,0.0454323442956384,,type II toxin-antitoxin system VapC family toxin,Amino acid transport and metabolism,2561,"RNA phosphodiester bond hydrolysis
magnesium ion binding
ribonuclease activity
toxin activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01935
EQU24_RS20930,0.0453154687799096,,hypothetical protein,Signal transduction mechanisms,163,DNA binding,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20930
EQU24_RS00780,0.0437332664789668,,hypothetical protein,No COG annotation,2724,"integral component of membrane
membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00780
EQU24_RS16890,0.0433432961330078,,Y-family DNA polymerase,"Replication, recombination and repair",692,"damaged DNA binding
DNA repair",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16890
EQU24_RS06225,0.0431724059735046,,hypothetical protein,No COG annotation,2046,"methyltransferase activity
integral component of membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS06225
EQU24_RS20680,0.0428686639973977,,hypothetical protein,No COG annotation,203,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20680
EQU24_RS06290,-0.0435984170031977,,M48 family metalloprotease,No COG annotation,2039,"metalloendopeptidase activity
proteolysis",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS06290
EQU24_RS08775,-0.0450607265822436,,copper resistance protein,Inorganic ion transport and metabolism,1720,"copper ion transport
integral component of membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08775
EQU24_RS07375,-0.0457360427791132,,,No COG annotation,1895,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07375
EQU24_RS06885,-0.0471974675642362,,Rpn family recombination-promoting nuclease/putative transposase,Function unknown,1956,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS06885
EQU24_RS17080,-0.0478886896637849,nifT,putative nitrogen fixation protein NifT,"Secondary metabolites biosynthesis, transport, and catabolism",664,nitrogen fixation,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17080
EQU24_RS13975,-0.0491924154536613,,,No COG annotation,1076,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13975
EQU24_RS07240,-0.0497591668316037,,DUF2934 domain-containing protein,Lipid transport and metabolism,1914,"iron ion binding
lipid biosynthetic process
integral component of membrane
oxidoreductase activity
",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07240
EQU24_RS08695,-0.0502314372108851,,OmpA family protein,Cell wall/membrane/envelope biogenesis,1731,"calcium ion binding
cell outer membrane
integral component of membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08695
EQU24_RS10300,-0.0516629207996459,,hypothetical protein,No COG annotation,1525,outer membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10300
EQU24_RS19140,-0.052443971044356,,carbonic anhydrase,Inorganic ion transport and metabolism,408,"zinc ion binding
carbonate dehydratase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS19140
EQU24_RS12095,-0.0526697589427237,,cytochrome c,Energy production and conversion,1312,"metal ion binding
heme binding
electron transport chain
electron transfer activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12095
EQU24_RS06390,-0.0560438338553752,,IS66 family transposase,"Replication, recombination and repair",2023,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS06390
EQU24_RS07680,-0.0606781583276268,,hypothetical protein,No COG annotation,1862,metal ion binding,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07680
EQU24_RS10730,-0.066027174301336,,hypothetical protein,Function unknown,1481,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10730
EQU24_RS17065,-0.0812928159329735,nifH,nitrogenase iron protein,Inorganic ion transport and metabolism,667,"nitrogenase activity
carbonyl sulfide nitrogenase activity
ATP binding
4 iron, 4 sulfur cluster binding
nitrogen fixation",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17065
EQU24_RS17010,-0.0819979541496919,,hypothetical protein,No COG annotation,677,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17010
EQU24_RS14140,-0.1247809457247811,,bacteriohemerythrin,Inorganic ion transport and metabolism,1053,metal ion binding,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14140
