locus,gene_weight,gene_name,gene_product,cog,operon,specific_gos_n,link
EQU24_RS09455,-0.0645859163101462,,ribonuclease T,"Replication, recombination and repair",1635,"tRNA 3'-end processing
ncRNA 3'-end processing
tRNA processing
RNA phosphodiester bond hydrolysis, exonucleolytic
tRNA metabolic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09455
EQU24_RS21945,-0.0671576029421379,,MerR family transcriptional regulator,Transcription,27,"negative regulation of nucleic acid-templated transcription
regulation of nucleic acid-templated transcription
negative regulation of cellular macromolecule biosynthetic process
negative regulation of transcription, DNA-templated
negative regulation of RNA biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21945
EQU24_RS20950,-0.0675985086101365,,ISKra4 family transposase,"Replication, recombination and repair",161,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20950
EQU24_RS08710,-0.0687432765302559,,hypothetical protein,No COG annotation,1728,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08710
EQU24_RS13145,-0.0695520544745136,,SDR family NAD(P)-dependent oxidoreductase,Lipid transport and metabolism,1179,"organic substance catabolic process
oxidoreductase activity
intracellular anatomical structure
catabolic process
organic substance metabolic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13145
EQU24_RS20755,-0.0699329022261153,cysI,assimilatory sulfite reductase (NADPH) hemoprotein subunit,Energy production and conversion,192,"cysteine biosynthetic process
hydrogen sulfide biosynthetic process
sulfite reductase (NADPH) activity
sulfite reductase (ferredoxin) activity
sulfate reduction",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20755
EQU24_RS14245,-0.0716939395605545,,cysteine desulfurase,Amino acid transport and metabolism,1041,cysteine desulfurase activity,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14245
EQU24_RS13080,-0.0718061069242566,,poly(3-hydroxybutyrate) depolymerase,"Secondary metabolites biosynthesis, transport, and catabolism",1188,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13080
EQU24_RS13075,-0.0740891686231635,,hypothetical protein,No COG annotation,1189,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13075
EQU24_RS01305,-0.0747289393116773,,IS66 family transposase,"Replication, recombination and repair",2653,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01305
EQU24_RS21685,-0.0789008953945416,,oxidative damage protection protein,Energy production and conversion,57,"iron ion binding
cellular response to oxidative stress
cellular response to stress
cellular response to chemical stimulus
response to oxidative stress",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21685
EQU24_RS20750,-0.0829195351999142,,assimilatory sulfite reductase (NADPH) flavoprotein subunit,Energy production and conversion,192,"cysteine biosynthetic process
sulfite reductase (NADPH) activity
riboflavin reductase (NADPH) activity
FMN binding
NADP+ binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20750
EQU24_RS14250,-0.0844952837110168,,Rrf2 family transcriptional regulator,Transcription,1041,"regulation of nucleic acid-templated transcription
regulation of cellular macromolecule biosynthetic process
regulation of transcription, DNA-templated
regulation of RNA biosynthetic process
regulation of cellular biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14250
EQU24_RS10245,-0.0855586469570622,sufD,Fe-S cluster assembly protein SufD,"Post-translational modification, protein turnover, and chaperones",1530,"metallo-sulfur cluster assembly
cellular component assembly
iron-sulfur cluster assembly
cellular component biogenesis
response to oxidative stress",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10245
EQU24_RS10240,-0.0909745545626988,sufC,Fe-S cluster assembly ATPase SufC,"Post-translational modification, protein turnover, and chaperones",1530,"ATP hydrolysis activity
ATP binding
metallo-sulfur cluster assembly
cellular component assembly
iron-sulfur cluster assembly",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10240
EQU24_RS14240,-0.0919638868884932,,iron-sulfur cluster assembly accessory protein,Function unknown,1042,"protein maturation by iron-sulfur cluster transfer
iron-sulfur cluster binding
structural molecule activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14240
EQU24_RS10235,-0.0971922475801775,sufB,Fe-S cluster assembly protein SufB,"Post-translational modification, protein turnover, and chaperones",1531,"cyanelle
plastid
metallo-sulfur cluster assembly
cellular component assembly
intracellular membrane-bounded organelle",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10235
EQU24_RS10230,-0.1019032471093743,,SUF system Fe-S cluster assembly regulator,Transcription,1531,"regulation of transcription, DNA-templated
DNA binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10230
EQU24_RS10145,-0.1062469370896397,,hypothetical protein,No COG annotation,1542,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10145
EQU24_RS08705,-0.1354908386234952,,hypothetical protein,"Translation, ribosomal structure and biogenesis",1729,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08705
EQU24_RS09450,-0.1412027815165579,grxD,Grx4 family monothiol glutaredoxin,Energy production and conversion,1636,"electron transport chain
metal ion binding
2 iron, 2 sulfur cluster binding
cell redox homeostasis
protein-disulfide reductase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09450
