locus,gene_weight,gene_name,gene_product,cog,operon,specific_gos_n,link
EQU24_RS10500,0.1113025141416061,,hypothetical protein,Amino acid transport and metabolism,1505,"glutathione hydrolase activity
self proteolysis
gamma-glutamyl-peptidase activity
carboxylic acid biosynthetic process
glutathione catabolic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10500
EQU24_RS15680,0.1111930898546201,,ISAs1 family transposase,"Replication, recombination and repair",836,"DNA binding
transposase activity
transposition, DNA-mediated",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS15680
EQU24_RS13500,0.1108661595666336,,hypothetical protein,Signal transduction mechanisms,1139,"isomerase activity
rhythmic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13500
EQU24_RS01540,0.110749946100452,,hypothetical protein,No COG annotation,2618,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01540
EQU24_RS17335,0.1105419450855586,,hypothetical protein,Function unknown,637,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17335
EQU24_RS10605,0.1099245684256229,,anti-sigma regulatory factor,Signal transduction mechanisms,1493,"phosphorylation
kinase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10605
EQU24_RS17090,0.1096579315715443,,hypothetical protein,No COG annotation,664,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17090
EQU24_RS16550,0.10955082821141,,DUF932 domain-containing protein,Function unknown,728,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16550
EQU24_RS10940,0.1078386713009743,,GPW/gp25 family protein,Function unknown,1458,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10940
EQU24_RS16555,0.1050383538072038,,hypothetical protein,No COG annotation,728,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16555
EQU24_RS17235,0.1030493538600401,,RnfH family protein,Function unknown,647,"electron transport chain
generation of precursor metabolites and energy
electron transfer activity
oxidoreductase activity
cellular metabolic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17235
EQU24_RS14765,0.0997182296131918,,hypothetical protein,Function unknown,965,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14765
EQU24_RS11985,0.0973347668202508,,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",1320,"phosphopantetheine binding
catalytic activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS11985
EQU24_RS08470,0.0965756300335001,urtE,urea ABC transporter ATP-binding subunit UrtE,Amino acid transport and metabolism,1762,"ATP hydrolysis activity
ATP binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08470
EQU24_RS14560,0.0962163642634487,,CsbD family protein,No COG annotation,999,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14560
EQU24_RS05435,0.0954666541579692,,hypothetical protein,"Cell cycle control, cell division, chromosome partitioning",2153,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05435
EQU24_RS17220,0.0940206982415976,,nitrogenase-associated protein,Inorganic ion transport and metabolism,650,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17220
EQU24_RS14655,0.0938374878360933,,hypothetical protein,No COG annotation,982,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14655
EQU24_RS12125,0.0931288113997842,cas2,CRISPR-associated endonuclease Cas2,"Replication, recombination and repair",1307,"RNA phosphodiester bond hydrolysis, endonucleolytic
maintenance of CRISPR repeat elements
endoribonuclease activity
defense response to virus
metal ion binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12125
EQU24_RS13015,0.0918996917448459,,hypothetical protein,No COG annotation,1201,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13015
EQU24_RS00180,0.0900577450332641,,ISAzo13 family transposase,"Replication, recombination and repair",2807,DNA binding,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00180
EQU24_RS17080,0.0863636823194048,nifT,putative nitrogen fixation protein NifT,"Secondary metabolites biosynthesis, transport, and catabolism",664,nitrogen fixation,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17080
EQU24_RS12130,0.0846589979671705,,hypothetical protein,Function unknown,1307,"maintenance of CRISPR repeat elements
endonuclease activity
nucleic acid phosphodiester bond hydrolysis
defense response to virus
metal ion binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12130
EQU24_RS17325,0.0827009568513969,,hypothetical protein,Function unknown,638,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17325
EQU24_RS06145,0.0825147329742969,,hypothetical protein,No COG annotation,2059,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS06145
EQU24_RS21260,0.0798385972253545,,hypothetical protein,No COG annotation,120,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21260
EQU24_RS21835,0.0762798846406299,,IS4 family transposase,"Replication, recombination and repair",42,"DNA binding
transposase activity
transposition, DNA-mediated",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21835
EQU24_RS09570,0.0703700030898154,,hypothetical protein,No COG annotation,1616,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09570
EQU24_RS10685,0.068862189669985,,hypothetical protein,No COG annotation,1488,"DNA binding
transposase activity
transposition, DNA-mediated
integral component of membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10685
EQU24_RS16380,0.0681292780661684,,hypothetical protein,No COG annotation,753,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16380
EQU24_RS14755,0.0677100148650999,,hemerythrin domain-containing protein,Function unknown,966,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14755
EQU24_RS01175,0.0670349139246232,umuD,translesion error-prone DNA polymerase V autoproteolytic subunit,Transcription,2668,"regulation of transcription, DNA-templated
DNA repair
DNA binding
SOS response
hydrolase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01175
EQU24_RS09155,0.0664422287346308,,hypothetical protein,No COG annotation,1672,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09155
EQU24_RS17360,0.0634481109374447,,ISKra4 family transposase,"Replication, recombination and repair",634,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17360
EQU24_RS12085,-0.0679284555248804,,hypothetical protein,No COG annotation,1314,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12085
EQU24_RS03455,-0.0853936734009861,,hypothetical protein,No COG annotation,2375,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03455
